,Yr_Plot,Fire_Year,Plot_.,Date,Subsample_area_S.M.L,Belt_N.S.E.W,Belt_dist_m,Species,Height_cm,DBH_cm,Bud_scar_count,Pre_or_Post_Fire,Top_damage.browse_Y.N,tally,comments,tally_filled,ntimes,TPH
233,2012_114,2012,114,8/23/2016,S,N,28,LAOC,5,NA,1,post,n,NA,,1,1,333.3333333
234,2012_114,2012,114,8/23/2016,S,N,27.9,LAOC,12,NA,2,post,n,NA,,1,1,333.3333333
235,2012_114,2012,114,8/23/2016,S,N,28,LAOC,4,NA,1,post ,n,NA,,1,1,333.3333333
236,2012_114,2012,114,8/23/2016,S,N,28,LAOC,5,NA,1,post,n,NA,,1,1,333.3333333
237,2012_114,2012,114,8/23/2016,S,N,28,LAOC,6,NA,2,post,n,NA,,1,1,333.3333333
238,2012_114,2012,114,8/23/2016,S,N,28,LAOC,5,NA,1,post,n,NA,,1,1,333.3333333
239,2012_114,2012,114,8/23/2016,S,N,28.1,LAOC,3,NA,1,post ,n,NA,,1,1,333.3333333
240,2012_114,2012,114,8/23/2016,S,N,28.2,LAOC,3,NA,1,post,n,NA,,1,1,333.3333333
241,2012_114,2012,114,8/23/2016,S,N,8.2,LAOC,2,NA,1,post,n,NA,,1,1,333.3333333
242,2012_114,2012,114,8/23/2016,S,N,28.2,LAOC,2,NA,1,post,n,NA,,1,1,333.3333333
243,2012_114,2012,114,8/23/2016,S,N,28.2,LAOC,2,NA,1,post,n,NA,,1,1,333.3333333
244,2012_114,2012,114,8/23/2016,S,N,28.2,LAOC,2,NA,1,post,n,NA,,1,1,333.3333333
245,2012_114,2012,114,8/23/2016,S,N,28.2,LAOC,5,NA,1,post,n,NA,,1,1,333.3333333
246,2012_114,2012,114,8/23/2016,S,N,28.2,LAOC,5,NA,1,post,n,NA,,1,1,333.3333333
247,2012_114,2012,114,8/23/2016,S,N,28.2,LAOC,4,NA,1,post,n,NA,,1,1,333.3333333
248,2012_114,2012,114,8/23/2016,S,N,28.2,LAOC,6,NA,2,post,n,NA,,1,1,333.3333333
249,2012_114,2012,114,8/23/2016,S,N,28.4,LAOC,4,NA,1,post,n,NA,,1,1,333.3333333
250,2012_114,2012,114,8/23/2016,S,N,28.4,LAOC,3,NA,1,post,n,NA,,1,1,333.3333333
251,2012_114,2012,114,8/23/2016,S,N,28.4,LAOC,4,NA,1,post,n,NA,,1,1,333.3333333
252,2012_114,2012,114,8/23/2016,S,N,28.5,LAOC,7,NA,1,post,n,NA,,1,1,333.3333333
253,2012_114,2012,114,8/23/2016,S,N,28.5,LAOC,5,NA,1,post,n,NA,,1,1,333.3333333
254,2012_114,2012,114,8/23/2016,S,N,28.6,LAOC,6,NA,1,post,n,NA,,1,1,333.3333333
255,2012_114,2012,114,8/23/2016,S,N,28.7,LAOC,5,NA,1,post,N,NA,,1,1,333.3333333
256,2012_114,2012,114,8/23/2016,S,N,28.7,LAOC,5,NA,1,post,n,NA,,1,1,333.3333333
257,2012_114,2012,114,8/23/2016,S,N,28.7,LAOC,2,NA,1,post,n,NA,,1,1,333.3333333
258,2012_114,2012,114,8/23/2016,S,N,29.4,LAOC,3,NA,1,post,n,NA,,1,1,333.3333333
259,2012_114,2012,114,8/23/2016,S,N,24.9,LAOC,3,NA,1,post,n,NA,,1,1,333.3333333
260,2012_114,2012,114,8/23/2016,S,N,24.9,LAOC,3,NA,1,post,n,NA,,1,1,333.3333333
261,2012_124,2012,124,8/30/2016,L,W,,PICO,25,NA,2,post,n,NA,,1,1,14.14427157
262,2012_124,2012,124,8/30/2016,L,E,,PICO,11,NA,3,post,n,NA,,1,1,14.14427157
263,2012_124,2012,124,8/30/2016,L,S,,none,NA,NA,NA,,,NA,,1,1,0
264,2012_124,2012,124,8/30/2016,L,N,,PICO,17,NA,2,post,n,NA,,1,1,14.14427157
265,2012_124,2012,124,8/30/2016,L,N,,PICO,20,NA,3,post,n,NA,,1,1,14.14427157
266,2012_130,2012,130,8/24/2016,M,n,25.5,LAOC,15,NA,2,post,y,NA,,1,1,83.33333333
267,2012_130,2012,130,8/24/2016,M,n,20.8,PIEN,5,NA,2,post,n,2,,3,3,83.33333333
268,2012_130,2012,130,8/24/2016,M,n,20.8,PIEN,5,NA,2,post,n,2,,3,3,83.33333333
269,2012_130,2012,130,8/24/2016,M,n,23.9,ABGR,10,NA,3,post,n,NA,,1,1,83.33333333
270,2012_130,2012,130,8/24/2016,M,E,19.7,ABLA,6,NA,3,post,n,NA,,1,1,83.33333333
271,2012_130,2012,130,8/24/2016,M,E,20.6,ABLA,2,NA,1,post,n,NA,,1,1,83.33333333
272,2012_130,2012,130,8/24/2016,M,E,20.8,PIEN,4,NA,3,post,n,NA,,1,1,83.33333333
273,2012_130,2012,130,8/24/2016,M,E,21.5,ABGR,6,NA,2,post ,n,NA,,1,1,83.33333333
274,2012_130,2012,130,8/24/2016,M,E,22.1,ABLA,9,NA,3,post,n,NA,,1,1,83.33333333
275,2012_130,2012,130,8/24/2016,M,E,22.1,ABLA,8,NA,3,post ,n,NA,,1,1,83.33333333
276,2012_130,2012,130,8/24/2016,M,n,26,PIEN,4,NA,1,post,n,NA,,1,1,83.33333333
277,2012_130,2012,130,8/24/2016,M,n,26.9,PIEN,1,NA,0,post,n,NA,,1,1,83.33333333
278,2012_130,2012,130,8/24/2016,M,n,27.1,PIEN,3,NA,1,post,n,NA,,1,1,83.33333333
279,2012_130,2012,130,8/24/2016,M,E,18.9,PIEN,4,NA,1,post,n,NA,,1,1,83.33333333
280,2012_130,2012,130,8/24/2016,M,E,18.9,ABLA,11,NA,3,post,n,NA,,1,1,83.33333333
281,2012_130,2012,130,8/24/2016,M,E,19.1,ABLA,5,NA,2,post ,n,NA,,1,1,83.33333333
282,2012_130,2012,130,8/24/2016,M,E,19.7,PIEN,7,NA,2,post,n,NA,,1,1,83.33333333
283,2012_130,2012,130,8/24/2016,M,W,2,ABLA,10,NA,3,post ,n,NA,,1,1,83.33333333
284,2012_130,2012,130,8/24/2016,M,W,2,ABLA,2,NA,1,post ,n,NA,,1,1,83.33333333
285,2012_130,2012,130,8/24/2016,M,W,8.1,PIEN,340,6.5,NA,pre,n,NA,,1,1,83.33333333
286,2012_130,2012,130,8/24/2016,M,W,6.3,PIEN,300,6.3,NA,pre,n,NA,,1,1,83.33333333
287,2012_130,2012,130,8/24/2016,M,N,29.4,ABLA,3,NA,1,post,n,NA,,1,1,83.33333333
288,2012_130,2012,130,8/24/2016,M,N,28.5,ABLA,9,NA,2,post,n,NA,,1,1,83.33333333
289,2012_130,2012,130,8/24/2016,M,E,22.8,ABLA,3,NA,1,post ,n,NA,,1,1,83.33333333
290,2012_130,2012,130,8/24/2016,M,E,24,PIEN,9,NA,3,post ,n,NA,,1,1,83.33333333
291,2012_130,2012,130,8/24/2016,M,E,24.1,ABLA,10,NA,3,post ,n,NA,,1,1,83.33333333
292,2012_130,2012,130,8/24/2016,M,E,24,PIEN,5,NA,2,post ,n,NA,,1,1,83.33333333
293,2012_130,2012,130,8/24/2016,M,E,26.2,ABLA,7,NA,2,post ,n,NA,,1,1,83.33333333
294,2012_130,2012,130,8/24/2016,M,W,14.3,PIEN,6,NA,2,post,n,NA,,1,1,83.33333333
295,2012_130,2012,130,8/24/2016,M,W,14,PIEN,5,NA,2,post ,n,NA,,1,1,83.33333333
296,2012_130,2012,130,8/24/2016,M,s,8.6,ABGR,6,NA,1,post,n,NA,,1,1,83.33333333
297,2012_130,2012,130,8/24/2016,M,s,5.3,PIEN,3,NA,1,post,n,NA,,1,1,83.33333333
298,2012_130,2012,130,8/24/2016,M,s,4.5,LAOC,7,NA,3,post,n,NA,,1,1,83.33333333
299,2012_130,2012,130,8/24/2016,M,s,4.5,LAOC,3,NA,2,post,n,NA,,1,1,83.33333333
300,2012_130,2012,130,8/24/2016,M,s,4.4,PIEN,4,NA,3,post,n,NA,,1,1,83.33333333
301,2012_130,2012,130,8/24/2016,M,s,4,LAOC,3,NA,2,post,n,NA,,1,1,83.33333333
302,2012_130,2012,130,8/24/2016,M,s,3.7,LAOC,3,NA,2,post,n,NA,,1,1,83.33333333
303,2012_130,2012,130,8/24/2016,M,s,1.4,LAOC,6,NA,3,post,n,NA,,1,1,83.33333333
304,2012_130,2012,130,8/24/2016,M,E,16.8,PIEN,6,NA,2,post ,n,NA,,1,1,83.33333333
305,2012_130,2012,130,8/24/2016,M,E,18.3,ABLA,5,NA,1,post,n,NA,,1,1,83.33333333
306,2012_130,2012,130,8/24/2016,M,n,19.7,PIEN,5,NA,2,post,n,2,,3,3,83.33333333
307,2012_130,2012,130,8/24/2016,M,n,19.7,PIEN,5,NA,2,post,n,2,,3,3,83.33333333
308,2012_130,2012,130,8/24/2016,M,n,19.7,PIEN,5,NA,2,post,n,2,,3,3,83.33333333
309,2012_130,2012,130,8/24/2016,M,n,1.8,PIEN,5,NA,2,post,n,2,,3,3,83.33333333
310,2012_130,2012,130,8/24/2016,M,n,1.8,PIEN,5,NA,2,post,n,2,,3,3,83.33333333
311,2012_130,2012,130,8/24/2016,M,n,1.8,PIEN,5,NA,2,post,n,2,,3,3,83.33333333
312,2012_130,2012,130,8/24/2016,M,n,19.9,LAOC,4,NA,2,post,n,NA,,1,1,83.33333333
313,2012_130,2012,130,8/24/2016,M,n,20.8,PIEN,5,NA,2,post,n,2,,3,3,83.33333333
314,2012_130,2012,130,8/24/2016,M,n,18.6,PIEN,4,NA,2,post,n,NA,,1,1,83.33333333
315,2012_130,2012,130,8/24/2016,M,N,28.5,ABLA,3,NA,1,post ,n,NA,,1,1,83.33333333
316,2012_130,2012,130,8/24/2016,M,N,27.5,ABLA,2,NA,1,post,n,NA,,1,1,83.33333333
317,2012_147,2012,147,8/30/2016,S,S,11.1,PICO,17,NA,3,post,n,NA,,1,1,333.3333333
318,2012_147,2012,147,8/30/2016,S,S,11.1,PICO,22,NA,3,post,n,NA,,1,1,333.3333333
319,2012_147,2012,147,8/30/2016,S,S,13.1,PICO,56,NA,4,post,n,NA,,1,1,333.3333333
320,2012_147,2012,147,8/30/2016,S,S,12.7,PICO,21,NA,3,post,n,NA,,1,1,333.3333333
321,2012_147,2012,147,8/30/2016,S,S,12.7,PICO,49,NA,4,post,n,NA,,1,1,333.3333333
322,2012_147,2012,147,8/30/2016,S,S,12.5,PICO,32,NA,4,post ,n,NA,,1,1,333.3333333
323,2012_147,2012,147,8/30/2016,S,S,12.3,PICO,47,NA,4,post,n,NA,,1,1,333.3333333
324,2012_147,2012,147,8/30/2016,S,S,12.1,PICO,39,NA,4,post,n,NA,,1,1,333.3333333
325,2012_147,2012,147,8/30/2016,S,S,11.8,PICO,20,NA,3,post,n,NA,,1,1,333.3333333
326,2012_147,2012,147,8/30/2016,S,S,11.5,PICO,30,NA,4,post,n,NA,,1,1,333.3333333
327,2012_147,2012,147,8/30/2016,S,n,26.6,PICO,20,NA,4,post ,n,NA,,1,1,333.3333333
328,2012_147,2012,147,8/30/2016,S,n,26.8,PICO,26,NA,3,post ,n,NA,,1,1,333.3333333
329,2012_147,2012,147,8/30/2016,S,S,10.7,PICO,18,NA,3,post,n,NA,,1,1,333.3333333
330,2012_147,2012,147,8/30/2016,S,S,9.6,PICO,25,NA,3,post,n,NA,,1,1,333.3333333
331,2012_147,2012,147,8/30/2016,S,S,9.6,PICO,24,NA,3,post,n,NA,,1,1,333.3333333
332,2012_147,2012,147,8/30/2016,S,S,8.3,PICO,21,NA,4,post,n,NA,,1,1,333.3333333
333,2012_147,2012,147,8/30/2016,S,S,3.6,PICO,11,NA,3,post,n,NA,,1,1,333.3333333
334,2012_147,2012,147,8/30/2016,S,n,15.3,PICO,32,NA,3,post ,n,NA,,1,1,333.3333333
335,2012_147,2012,147,8/30/2016,S,n,15.6,PICO,20,NA,3,post,y,NA,,1,1,333.3333333
336,2012_147,2012,147,8/30/2016,S,n,15.6,PICO,16,NA,3,post,n,NA,,1,1,333.3333333
337,2012_147,2012,147,8/30/2016,S,n,16,PICO,13,NA,3,post ,n,NA,,1,1,333.3333333
338,2012_147,2012,147,8/30/2016,S,n,16.8,PICO,12,NA,3,post ,n,NA,,1,1,333.3333333
339,2012_147,2012,147,8/30/2016,S,n,25.8,PICO,23,NA,3,post ,n,NA,,1,1,333.3333333
340,2012_147,2012,147,8/30/2016,S,e,17.6,PICO,23,NA,3,post ,n,NA,,1,1,333.3333333
341,2012_147,2012,147,8/30/2016,S,e,19.4,PICO,30,NA,3,post,n,NA,,1,1,333.3333333
342,2012_147,2012,147,8/30/2016,S,e,19.4,PICO,16,NA,2,post,n,NA,,1,1,333.3333333
343,2012_147,2012,147,8/30/2016,S,e,20.5,PICO,35,NA,3,post,n,NA,,1,1,333.3333333
344,2012_147,2012,147,8/30/2016,S,e,20.5,PICO,28,NA,3,post,n,NA,,1,1,333.3333333
345,2012_147,2012,147,8/30/2016,S,e,20.8,PICO,43,NA,3,post ,n,NA,,1,1,333.3333333
346,2012_147,2012,147,8/30/2016,S,e,21.7,PICO,22,NA,3,post,n,NA,,1,1,333.3333333
347,2012_147,2012,147,8/30/2016,S,e,21.9,PICO,27,NA,3,post,n,NA,,1,1,333.3333333
348,2012_147,2012,147,8/30/2016,S,e,22.1,PICO,13,NA,3,post ,n,NA,,1,1,333.3333333
349,2012_147,2012,147,8/30/2016,S,e,22.3,PICO,18,NA,2,post,n,NA,,1,1,333.3333333
350,2012_147,2012,147,8/30/2016,S,e,24.3,PICO,26,NA,3,post,n,NA,,1,1,333.3333333
351,2012_147,2012,147,8/30/2016,S,e,27.5,PICO,23,NA,2,post ,n,NA,,1,1,333.3333333
352,2012_147,2012,147,8/30/2016,S,e,27.8,PICO,51,NA,3,post ,n,NA,,1,1,333.3333333
353,2012_147,2012,147,8/30/2016,S,e,28,PICO,43,NA,3,post ,n,NA,,1,1,333.3333333
354,2012_147,2012,147,8/30/2016,S,e,28.1,PICO,43,NA,3,post,n,NA,,1,1,333.3333333
355,2012_147,2012,147,8/30/2016,S,e,28.8,PICO,22,NA,2,post ,n,NA,,1,1,333.3333333
356,2012_147,2012,147,8/30/2016,S,e,28.9,PICO,35,NA,3,post,n,NA,,1,1,333.3333333
357,2012_147,2012,147,8/30/2016,S,e,29.9,PICO,38,NA,3,post,n,NA,,1,1,333.3333333
358,2012_147,2012,147,8/30/2016,S,W,71,PICO,25,NA,2,post,n,NA,,1,1,333.3333333
359,2012_147,2012,147,8/30/2016,S,W,6.9,PICO,25,NA,3,post,n,NA,,1,1,333.3333333
360,2012_147,2012,147,8/30/2016,S,W,4.6,PICO,38,NA,3,post ,n,NA,,1,1,333.3333333
361,2012_147,2012,147,8/30/2016,S,W,3.3,PICO,20,NA,3,post ,n,NA,,1,1,333.3333333
362,2012_147,2012,147,8/30/2016,S,W,2.6,PICO,28,NA,3,post ,n,NA,,1,1,333.3333333
363,2012_147,2012,147,8/30/2016,S,W,1.7,PICO,19,NA,3,post,y,NA,,1,1,333.3333333
364,2012_147,2012,147,8/30/2016,S,e,15.3,PICO,17,NA,3,post ,n,NA,,1,1,333.3333333
365,2012_147,2012,147,8/30/2016,S,e,17.9,PICO,30,NA,3,post,n,NA,,1,1,333.3333333
366,2012_147,2012,147,8/30/2016,S,e,18,PICO,33,NA,3,post,n,NA,,1,1,333.3333333
367,2012_147,2012,147,8/30/2016,S,n,28,PICO,41,NA,4,post ,n,NA,,1,1,333.3333333
368,2012_147,2012,147,8/30/2016,S,W,9.2,PICO,35,NA,2,post ,n,NA,,1,1,333.3333333
369,2012_150,2012,150,9/13/2016,M,s,8.1,PICO,9,NA,1,post,n,NA,,1,1,83.33333333
370,2012_150,2012,150,9/13/2016,M,s,7.5,PICO,35,NA,2,post,n,NA,,1,1,83.33333333
371,2012_150,2012,150,9/13/2016,M,e,15,PICO,38,NA,3,post,n,NA,,1,1,83.33333333
372,2012_150,2012,150,9/13/2016,M,e,18.7,PICO,42,NA,2,post,n,NA,,1,1,83.33333333
373,2012_150,2012,150,9/13/2016,M,e,18.7,PICO,63,NA,3,post,n,NA,,1,1,83.33333333
374,2012_150,2012,150,9/13/2016,M,e,20,PICO,42,NA,3,post ,n,NA,,1,1,83.33333333
375,2012_150,2012,150,9/13/2016,M,e,20,PICO,24,NA,2,post,n,NA,,1,1,83.33333333
376,2012_150,2012,150,9/13/2016,M,e,20.4,PICO,45,NA,3,post,n,NA,,1,1,83.33333333
377,2012_150,2012,150,9/13/2016,M,e,28.2,PICO,19,NA,2,Post,n,NA,,1,1,83.33333333
378,2012_150,2012,150,9/13/2016,M,s,10.4,PICO,47,NA,2,post,n,NA,,1,1,83.33333333
379,2012_150,2012,150,9/13/2016,M,s,10.5,PICO,37,NA,2,post,n,NA,,1,1,83.33333333
380,2012_150,2012,150,9/13/2016,M,W,8,PICO,54,NA,3,post,n,NA,,1,1,83.33333333
381,2012_150,2012,150,9/13/2016,M,W,7.6,PICO,35,NA,2,post ,n,NA,,1,1,83.33333333
382,2012_150,2012,150,9/13/2016,M,W,7.6,PICO,24,NA,2,post,n,NA,,1,1,83.33333333
383,2012_150,2012,150,9/13/2016,M,W,7.4,PICO,30,NA,2,post,n,NA,,1,1,83.33333333
384,2012_150,2012,150,9/13/2016,M,W,7.3,PICO,26,NA,1,post ,n,NA,,1,1,83.33333333
385,2012_150,2012,150,9/13/2016,M,W,7.1,PICO,10,NA,NA,post,y,NA,,1,1,83.33333333
386,2012_150,2012,150,9/13/2016,M,W,7.1,PICO,10,NA,1,post ,n,NA,,1,1,83.33333333
387,2012_150,2012,150,9/13/2016,M,W,6.5,PICO,44,NA,3,post ,n,NA,,1,1,83.33333333
388,2012_150,2012,150,9/13/2016,M,W,4.1,PICO,39,NA,2,post ,n,NA,,1,1,83.33333333
389,2012_150,2012,150,9/13/2016,M,W,2.4,PICO,38,NA,2,post,n,NA,,1,1,83.33333333
390,2012_150,2012,150,9/13/2016,M,W,2.4,PICO,32,NA,2,post ,n,NA,,1,1,83.33333333
391,2012_150,2012,150,9/13/2016,M,W,2.4,PICO,44,NA,3,post,n,NA,,1,1,83.33333333
392,2012_150,2012,150,9/13/2016,M,W,1.6,PICO,33,NA,2,post,n,NA,,1,1,83.33333333
393,2012_150,2012,150,9/13/2016,M,n,,none,NA,NA,NA,,,NA,,1,1,0
394,2012_150,2012,150,9/13/2016,M,s,7.3,PICO,51,NA,3,post,n,NA,,1,1,83.33333333
395,2012_150,2012,150,9/13/2016,M,s,6,PICO,77,NA,3,post,n,NA,,1,1,83.33333333
396,2012_150,2012,150,9/13/2016,M,s,5.7,PICO,13,NA,2,post,y,NA,,1,1,83.33333333
397,2012_150,2012,150,9/13/2016,M,s,2.9,PICO,48,NA,3,post,n,NA,,1,1,83.33333333
398,2012_150,2012,150,9/13/2016,M,s,2.8,PICO,49,NA,2,post,n,NA,,1,1,83.33333333
399,2012_150,2012,150,9/13/2016,M,s,2.9,PICO,43,NA,2,post,n,NA,,1,1,83.33333333
400,2012_150,2012,150,9/13/2016,M,s,2.3,PICO,33,NA,2,post,n,NA,,1,1,83.33333333
401,2012_150,2012,150,9/13/2016,M,W,10.8,PICO,39,NA,2,post,n,NA,,1,1,83.33333333
402,2012_150,2012,150,9/13/2016,M,W,9.1,PICO,26,NA,2,post ,n,NA,,1,1,83.33333333
403,2012_212,2012,212,8/25/2016,M,e,19.3,ABGR,9,NA,2,post,n,NA,,1,1,83.33333333
404,2012_212,2012,212,8/25/2016,M,e,19.4,ABGR,10,NA,2,post,n,NA,,1,1,83.33333333
405,2012_212,2012,212,8/25/2016,M,e,21.7,ABGR,12,NA,2,post ,n,NA,,1,1,83.33333333
406,2012_212,2012,212,8/25/2016,M,e,19.2,ABGR,20,NA,2,post,n,NA,,1,1,83.33333333
407,2012_212,2012,212,8/25/2016,M,N,18.9,ABGR,3,NA,1,post,n,NA,,1,1,83.33333333
408,2012_212,2012,212,8/25/2016,M,N,18.9,ABGR,4,NA,2,post ,n,NA,,1,1,83.33333333
409,2012_212,2012,212,8/25/2016,M,N,20.2,ABGR,3,NA,1,post ,n,NA,,1,1,83.33333333
410,2012_212,2012,212,8/25/2016,M,N,20.6,ABGR,6,NA,2,post ,n,NA,,1,1,83.33333333
411,2012_212,2012,212,8/25/2016,M,e,22.6,ABGR,10,NA,2,post,n,NA,,1,1,83.33333333
412,2012_212,2012,212,8/25/2016,M,e,25.6,ABGR,19,NA,3,post,n,NA,,1,1,83.33333333
413,2012_212,2012,212,8/25/2016,M,e,26.8,LAOC,3,NA,1,post,n,NA,,1,1,83.33333333
414,2012_212,2012,212,8/25/2016,M,e,27.4,LAOC,3,NA,1,post,n,NA,,1,1,83.33333333
415,2012_212,2012,212,8/25/2016,M,N,15.5,ABGR,9,NA,3,post,n,NA,,1,1,83.33333333
416,2012_212,2012,212,8/25/2016,M,N,15.5,ABGR,5,NA,2,post ,n,NA,,1,1,83.33333333
417,2012_212,2012,212,8/25/2016,M,N,15.5,ABGR,1,NA,1,post ,n,NA,,1,1,83.33333333
418,2012_212,2012,212,8/25/2016,M,N,16.9,ABGR,8,NA,2,post ,n,NA,,1,1,83.33333333
419,2012_212,2012,212,8/25/2016,M,N,18.9,ABGR,3,NA,1,post ,n,NA,,1,1,83.33333333
420,2012_212,2012,212,8/25/2016,M,e,15.1,ABGR,8,NA,2,post,n,3,,4,4,83.33333333
421,2012_212,2012,212,8/25/2016,M,e,15.1,ABGR,8,NA,2,post,n,3,,4,4,83.33333333
422,2012_212,2012,212,8/25/2016,M,e,15.1,ABGR,8,NA,2,post,n,3,,4,4,83.33333333
423,2012_212,2012,212,8/25/2016,M,e,15.1,ABGR,6,NA,1,post,n,NA,,1,1,83.33333333
424,2012_212,2012,212,8/25/2016,M,e,15.8,ABGR,11,NA,2,post,n,NA,,1,1,83.33333333
425,2012_212,2012,212,8/25/2016,M,e,15.8,ABGR,6,NA,2,post,n,NA,,1,1,83.33333333
426,2012_212,2012,212,8/25/2016,M,e,15.8,ABGR,9,NA,2,post,n,NA,,1,1,83.33333333
427,2012_212,2012,212,8/25/2016,M,e,15.8,ABGR,15,NA,2,post,n,NA,,1,1,83.33333333
428,2012_212,2012,212,8/25/2016,M,e,17.1,LAOC,6,NA,1,post,n,NA,,1,1,83.33333333
429,2012_212,2012,212,8/25/2016,M,e,17.8,LAOC,4,NA,1,post ,n,NA,,1,1,83.33333333
430,2012_212,2012,212,8/25/2016,M,e,18.5,LAOC,4,NA,1,post,n,2,,3,3,83.33333333
431,2012_212,2012,212,8/25/2016,M,e,18.5,LAOC,4,NA,1,post,n,2,,3,3,83.33333333
432,2012_212,2012,212,8/25/2016,M,e,18.5,LAOC,4,NA,1,post,n,2,,3,3,83.33333333
433,2012_212,2012,212,8/25/2016,M,e,18.5,ABGR,7,NA,2,post,n,NA,,1,1,83.33333333
434,2012_212,2012,212,8/25/2016,M,N,25.8,ABGR,118,NA,NA,pre,n,NA,,1,1,83.33333333
435,2012_212,2012,212,8/25/2016,M,N,26,ABGR,86,NA,NA,pre,n,NA,,1,1,83.33333333
436,2012_212,2012,212,8/25/2016,M,N,26,ABGR,169,0.4,NA,pre,y,NA,,1,1,83.33333333
437,2012_212,2012,212,8/25/2016,M,N,26,ABGR,165,0.4,NA,pre,n,NA,,1,1,83.33333333
438,2012_212,2012,212,8/25/2016,M,N,26.3,ABLA,115,NA,NA,pre,n,NA,,1,1,83.33333333
439,2012_212,2012,212,8/25/2016,M,N,26.3,ABLA,126,NA,NA,pre,n,NA,,1,1,83.33333333
440,2012_212,2012,212,8/25/2016,M,N,26.2,ABLA,116,NA,NA,pre,n,NA,,1,1,83.33333333
441,2012_212,2012,212,8/25/2016,M,N,26.9,ABGR,81,NA,NA,pre,n,NA,,1,1,83.33333333
442,2012_212,2012,212,8/25/2016,M,N,27,ABLA,25,NA,14,pre,n,NA,,1,1,83.33333333
443,2012_212,2012,212,8/25/2016,M,N,27.2,ABGR,88,NA,NA,pre,n,NA,,1,1,83.33333333
444,2012_212,2012,212,8/25/2016,M,N,27.9,ABLA,84,NA,NA,pre,n,NA,,1,1,83.33333333
445,2012_212,2012,212,8/25/2016,M,N,28,ABGR,56,NA,NA,pre,n,NA,,1,1,83.33333333
446,2012_212,2012,212,8/25/2016,M,N,28.5,ABLA,140,NA,NA,pre,n,NA,,1,1,83.33333333
447,2012_212,2012,212,8/25/2016,M,N,29.2,ABGR,92,NA,NA,pre ,n,NA,,1,1,83.33333333
448,2012_212,2012,212,8/25/2016,M,N,29.8,ABGR,78,NA,NA,pre,n,NA,,1,1,83.33333333
449,2012_212,2012,212,8/25/2016,M,W,14.7,ABGR,6,NA,2,post ,n,NA,,1,1,83.33333333
450,2012_212,2012,212,8/25/2016,M,W,14.5,ABGR,6,NA,2,post ,n,NA,,1,1,83.33333333
451,2012_212,2012,212,8/25/2016,M,N,20.9,ABGR,7,NA,3,post ,n,NA,,1,1,83.33333333
452,2012_212,2012,212,8/25/2016,M,N,21.3,ABGR,5,NA,2,post ,n,NA,,1,1,83.33333333
453,2012_212,2012,212,8/25/2016,M,N,21.5,ABGR,6,NA,2,post ,n,NA,,1,1,83.33333333
454,2012_212,2012,212,8/25/2016,M,N,21.3,ABGR,5,NA,2,post ,n,NA,,1,1,83.33333333
455,2012_212,2012,212,8/25/2016,M,N,21.7,ABLA,105,NA,NA,pre,n,NA,,1,1,83.33333333
456,2012_212,2012,212,8/25/2016,M,N,21.9,ABLA,23,NA,11,pre ,n,NA,,1,1,83.33333333
457,2012_212,2012,212,8/25/2016,M,N,21.9,ABLA,22,NA,12,pre ,n,NA,,1,1,83.33333333
458,2012_212,2012,212,8/25/2016,M,N,22.1,ABGR,30,NA,NA,pre ,n,NA,,1,1,83.33333333
459,2012_212,2012,212,8/25/2016,M,N,22.6,ABGR,41,NA,NA,pre,n,NA,,1,1,83.33333333
460,2012_212,2012,212,8/25/2016,M,N,22.8,ABGR,128,NA,NA,pre,n,NA,,1,1,83.33333333
461,2012_212,2012,212,8/25/2016,M,N,22.9,ABGR,35,NA,18,pre,n,NA,,1,1,83.33333333
462,2012_212,2012,212,8/25/2016,M,N,23,ABGR,68,NA,NA,pre,n,NA,,1,1,83.33333333
463,2012_212,2012,212,8/25/2016,M,N,23.6,ABGR,48,NA,NA,pre,n,NA,,1,1,83.33333333
464,2012_212,2012,212,8/25/2016,M,N,23.4,ABGR,59,NA,NA,pre,n,NA,,1,1,83.33333333
465,2012_212,2012,212,8/25/2016,M,N,23.4,ABGR,49,NA,NA,pre,y,NA,,1,1,83.33333333
466,2012_212,2012,212,8/25/2016,M,N,23.4,ABLA,37,NA,NA,pre ,n,NA,,1,1,83.33333333
467,2012_212,2012,212,8/25/2016,M,N,23.8,ABLA,17,NA,NA,pre,n,NA,,1,1,83.33333333
468,2012_212,2012,212,8/25/2016,M,N,23.7,ABGR,435,7.4,NA,pre,n,NA,,1,1,83.33333333
469,2012_212,2012,212,8/25/2016,M,N,24.8,ABGR,40,NA,NA,pre,n,NA,,1,1,83.33333333
470,2012_212,2012,212,8/25/2016,M,N,22.7,ABLA,9,NA,3,post ,n,NA,,1,1,83.33333333
471,2012_212,2012,212,8/25/2016,M,N,25,ABGR,44,NA,NA,pre ,n,NA,,1,1,83.33333333
472,2012_212,2012,212,8/25/2016,M,N,25.4,ABLA,96,NA,NA,pre ,n,NA,,1,1,83.33333333
473,2012_212,2012,212,8/25/2016,M,N,25.6,ABLA,78,NA,NA,pre,n,NA,,1,1,83.33333333
474,2012_212,2012,212,8/25/2016,M,s,14.8,ABGR,14,NA,2,post,n,NA,,1,1,83.33333333
475,2012_212,2012,212,8/25/2016,M,s,14.6,ABGR,8,NA,2,post ,n,NA,,1,1,83.33333333
476,2012_212,2012,212,8/25/2016,M,s,14.4,ABGR,15,NA,3,post,n,NA,,1,1,83.33333333
