Fire_Year,Plot_#,Yr_Plot,Date,Subsample_area_S/M/L,Belt_N/S/E/W,Belt_dist_m,Species,Height_cm,DBH_cm,Bud_scar_count,Pre_or_Post_Fire,Top_damage/browse_Y/N,tally,comments,tally_filled,TPH_scaling_factor
2012,1,2012_1,8/23/2016,M,E,16.2,PICO,20,,3,post,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,E,18.2,PICO,46,,3,post,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,E,18.9,PICO,29,,2,post,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,E,18.5,PICO,23,,2,post,y,,,1,83.3
2012,1,2012_1,8/23/2016,M,E,21.7,PICO,7,,2,post ,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,W,14.9,PICO,23,,3,post,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,W,11.3,PICO,18,,2,post,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,N,15.4,PICO,21,,3,post ,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,N,16,PICO,38,,2,post,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,S,13.5,PICO,25,,2,post,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,S,13.2,PICO,18,,1,post ,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,S,11.4,PICO,8,,2,post,y,,,1,83.3
2012,1,2012_1,8/23/2016,M,S,8.4,PICO,27,,3,post,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,S,8.2,PICO,13,,1,post,n,,,1,83.3
2012,1,2012_1,8/23/2016,M,S,2.5,PICO,25,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,14.8,PIEN,6,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,14.2,LAOC,6,,1,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,16.9,LAOC,3,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,13.7,LAOC,5,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,11.5,LAOC,5,,1,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,10.2,LAOC,13,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,10.2,LAOC,9,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,10.2,LAOC,5,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,8.5,LAOC,13,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,7.4,PIEN,10,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,7.4,PIEN,7,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,5.4,PIEN,8,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,4.3,LAOC,5,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,3.9,LAOC,14,,1,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,3.5,LAOC,4,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,3.4,LAOC,8,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,3.4,LAOC,7,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,3.2,LAOC,4,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,1.8,LAOC,4,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,1.8,LAOC,7,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,0.6,LAOC,3,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,S,0.2,LAOC,13,,1,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,E,15.1,LAOC,4,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,E,15.3,LAOC,6,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,E,23.8,PICO,9,,3,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,E,24.5,PICO,5,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,14.8,PIEN,8,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,14.1,LAOC,7,,3,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,12.3,LAOC,8,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,11.8,LAOC,7,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,11.3,LAOC,7,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,11.3,LAOC,5,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,9.3,LAOC,4,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,9.2,LAOC,4,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,7.4,PICO,30,,4,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,5.4,LAOC,5,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,5.4,LAOC,3,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,5.3,LAOC,5,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,4.7,PICO,21,,3,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,4.5,LAOC,3,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,3.6,LAOC,4,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,2.3,LAOC,2,,1,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,1.3,LAOC,11,,3,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,W,0.1,LAOC,3,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,N,16.1,LAOC,4,,2,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,N,16.2,LAOC,5,,2,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,N,18.5,LAOC,8,,3,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,N,21.3,PICO,2,,1,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,N,21.3,PICO,2,,1,post,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,N,25,PIEN,10,,3,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,N,25.2,PICO,11,,3,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,N,25.5,ABLA,7,,3,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,N,26.6,PIEN,10,,3,post ,n,,,1,83.3
2012,32,2012_32,8/31/2016,M,N,28,PIEN,8,,3,post ,n,,,1,83.3
2012,35,2012_35,8/23/2016,S,S,11.8,PICO,16,,4,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,9.3,PICO,13,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,8.9,PICO,15,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,8.9,PICO,13,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,8.9,PICO,10,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,8.1,PICO,7,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,7.1,PICO,11,,3,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,6.8,PICO,19,,4,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,3.5,PICO,5,,2,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,0.9,PICO,21,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,0.8,PICO,18,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,0.7,PICO,13,,3,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,0.6,PICO,9,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,0.6,PICO,16,,3,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,0.3,PICO,12,,2,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,S,0.3,PICO,10,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,e,17.5,PICO,6,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,e,17.6,PICO,15,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,e,22.5,PICO,22,,4,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,e,22.7,PICO,23,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,e,24.5,PICO,38,,4,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,e,25.1,PICO,36,,4,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,e,27.4,PICO,21,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,e,27.9,PICO,33,,4,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,e,29.4,PICO,18,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,e,30,PICO,23,,3,post,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,W,9.7,PICO,10,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,W,9.7,PICO,8,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,W,6.6,PICO,13,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,W,6.6,PICO,5,,1,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,W,5.9,PICO,15,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,W,3,PICO,24,,3,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,n,17.1,PICO,38,,3,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,n,18.3,PICO,8,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,n,19.3,PICO,18,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,n,24,PICO,14,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,n,25.1,PICO,30,,2,post ,n,,,1,333.3
2012,35,2012_35,8/23/2016,S,n,26.8,PICO,12,,2,post ,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,15.3,ABLA,5,,4,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,15.2,ABLA,5,,,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,15.1,ABGR,18,,10,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,15.1,ABLA,4,,,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,14.6,ABLA,24,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,14.5,ABLA,8,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,14.3,ABLA,10,,7,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,14.2,ABLA,10,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,11.5,ABLA,7,,,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,10.6,ABLA,21,,10,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,10.1,ABGR,23,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,9.4,ABLA,33,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,9.2,ABLA,27,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,9.1,ABLA,23,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,6.1,ABLA,20,,8,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,6,ABLA,30,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,5.7,ABLA,45,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,5.6,ABLA,17,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,5.3,ABLA,19,,7,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,3.7,ABLA,31,,,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,3.6,ABLA,26,,10,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,2.3,PIEN,25,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,2.1,ABLA,44,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,1.8,ABLA,36,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,1.6,ABLA,35,,9,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,1.5,ABLA,8,,,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,1.4,ABLA,19,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,1.3,ABLA,83,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,1.2,ABLA,9,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,0.7,PIEN,22,,7,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,0.7,ABLA,60,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,0.4,ABLA,17,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,0.2,ABLA,23,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,0.1,ABLA,15,,6,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,0,ABLA,26,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,0,ABLA,11,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,0,ABLA,25,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,14.7,PSME,7,,5,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,14.6,ABLA,49,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,14.5,PSME,22,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,14.1,PSME,11,,,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,13.3,ABGR,32,,12,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,13.3,ABGR,26,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,12.8,ABLA,21,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,12.8,ABLA,24,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,12.8,ABGR,40,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,10.4,ABLA,24,,19,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,10.3,ABLA,27,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,10.3,ABLA,16,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,10.2,ABLA,24,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,10.2,ABLA,10,,8,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,6.9,PSME,9,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,6.7,ABLA,17,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,6.8,ABGR,10,,5,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,6,ABLA,23,,,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,s,3.4,ABLA,12,,,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,15.3,ABGR,14,,6,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,15.8,ABGR,51,,14,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,15.3,ABGR,10,,4,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,16.1,ABGR,25,,13,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,16.3,ABGR,15,,13,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,16.6,ABGR,7,,,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,16.7,ABGR,15,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,17.1,ABGR,6,,,post ,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,17,ABGR,27,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,17.7,ABGR,7,,3,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,20.6,ABGR,30,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,21,ABGR,16,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,21.3,ABGR,21,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,21.8,ABLA,47,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,26.2,ABGR,39,,12,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,21.7,ABLA,18,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,28,ABLA,15,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,e,28.1,ABLA,24,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,15.3,ABGR,58,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,15.5,ABLA,21,,8,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,17.2,ABLA,47,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,17.7,ABLA,20,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,19.1,ABGR,18,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,19.5,ABGR,22,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,19.7,ABLA,16,,8,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,19.7,ABGR,21,,,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,20,ABGR,20,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,20.1,PSME,14,,,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,24,ABLA,76,,,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,25.7,ABGR,13,,7,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,25.7,ABGR,14,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,26.3,ABGR,17,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,n,28.5,ABGR,11,,,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,0.6,ABLA,18,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,0.7,ABLA,25,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,0.7,ABLA,25,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,0.7,ABLA,36,,11,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,0.7,ABLA,33,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,0.8,ABLA,28,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,1.1,ABGR,13,,,post,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,1.2,ABGR,25,,10,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,2.6,ABGR,24,,,pre,n,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,2.9,ABGR,37,,,pre,y,,,1,333.3
2012,70,2012_70,8/15/2016,S,W,3.3,ABLA,22,,,pre,n,,,1,333.3
2012,100,2012_100,8/25/2016,M,N,15.5,ABLA,73,,14,pre,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,N,15.8,ABLA,22,,9,pre,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,N,16,ABLA,34,,13,pre,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,N,16,ABLA,115,,,pre,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,N,16.9,ABLA,193,2.4,,pre,y,,,1,83.3
2012,100,2012_100,8/25/2016,M,N,21.8,PICO,27,,2,post,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,N,22.4,PICO,20,,2,post,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,N,26.6,PICO,28,,2,post,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,N,26.7,PICO,7,,1,post,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,W,4.6,PICO,31,,2,post,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,W,0.5,PICO,8,,1,post ,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,W,0.5,PICO,6,,1,post,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,S,10.1,PICO,20,,2,post,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,S,1.9,PICO,14,,1,post,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,E,19.3,ABLA,194,1.9,,pre,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,E,19.3,ABLA,216,3.2,,pre,y,,,1,83.3
2012,100,2012_100,8/25/2016,M,E,20.2,ABLA,60,,14,pre,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,E,20.7,PIEN,210,1.9,,pre,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,E,20.9,ABLA,38,,15,pre,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,E,21.4,ABLA,36,,13,pre,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,E,21.6,ABLA,91,,,pre,n,,,1,83.3
2012,100,2012_100,8/25/2016,M,E,22,ABLA,190,1.5,,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,n,19.1,PICO,16,,2,post,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,n,18.3,PICO,7.1,,1,post,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,W,7.5,ABLA,44,,,pre,y,,,1,83.3
2012,102,2012_102,8/29/2016,M,W,7.1,ABLA,58,,,pre,y,,,1,83.3
2012,102,2012_102,8/29/2016,M,W,6.1,ABLA,78,,,pre,y,,,1,83.3
2012,102,2012_102,8/29/2016,M,W,5.4,PICO,56,,,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,e,,none,,,,,,,,1,0
2012,102,2012_102,8/29/2016,M,S,5.2,ABLA,408,6.9,,pre,y,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,5.1,ABLA,,5.7,,pre,y,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,5,ABLA,285,3.7,,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,4.8,ABLA,223,2.8,,pre,y,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,4.8,ABLA,188,1.6,,pre,y,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,4.7,ABLA,217,1.6,,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,4.6,ABLA,81,,,pre ,y,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,4.6,ABLA,65,,,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,3.4,ABLA,60,,,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,3.4,ABLA,22,,11,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,3.5,ABLA,32,,15,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,3.6,ABLA,37,,16,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,3.3,ABLA,34,,15,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,3.6,ABLA,43,,16,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,3.8,ABLA,50,,20,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,4.2,ABLA,124,,,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2.8,ABLA,20,,9,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2.8,ABLA,22,,10,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2.7,ABLA,17,,7,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2.6,ABLA,17,,8,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2.6,ABLA,39,,13,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2.4,ABLA,18,,8,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2.3,ABLA,10,,6,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2.3,ABLA,11,,5,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2.3,ABLA,40,,14,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2,ABLA,21,,10,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2,ABLA,32,,11,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,2,ABLA,36,,10,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,1.9,ABLA,46,,15,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,1.3,ABLA,18,,8,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,1.2,ABLA,13,,4,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,1.1,ABLA,28,,9,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,0.8,ABLA,64,,,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,0.8,ABLA,32,,,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,0.6,ABLA,36,,,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,0.5,ABLA,28,,7,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,0.4,ABLA,74,,,pre ,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,0.2,ABLA,43,,,pre,n,,,1,83.3
2012,102,2012_102,8/29/2016,M,S,0.1,ABLA,31,,9,pre ,n,,,1,83.3
2012,114,2012_114,8/23/2016,S,W,14.9,LAOC,4,,1,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,14.8,LAOC,7,,1,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,14.4,LAOC,25,,3,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,14.2,PICO,6,,2,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,14.1,LAOC,10,,2,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,14,LAOC,8,,2,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,14,LAOC,9,,2,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,12.2,LAOC,10,,3,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,12.6,LAOC,3,,1,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,12.4,LAOC,2,,1,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,11.9,LAOC,1,,1,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,11.6,LAOC,4,,1,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,11.5,LAOC,5,,1,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,11.5,LAOC,5,,1,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,11.5,LAOC,6,,1,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,11.4,LAOC,4,,1,post,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,11.3,LAOC,3,,1,post ,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,11.2,LAOC,2,,1,post ,n,,,1,333.3
2012,114,2012_114,8/23/2016,S,W,11.1,LAOC,2,,1,post ,n,,,1,333.3
