SortKey,Fire_year,Plot_#,Yr_Plot,Subplot_NE/SW,Date,Shrub_1_species,Shrub_1_%cover,Shrub_2_species,Shrub_2_%cover,Shrub_3_species,Shrub_3_%cover,Total_shrub_%cover,Shrubs_Mean_height_m,Shrubs_Max_height_m,Herbs_%cover,Graminoid_%cover,
331,2014,300,2014_300,W,6/18/2018,none,0,,,,,0,0,0,95,7,
332,2014,300,2014_300,N,6/18/2018,none,0,,,,,0,0,0,80,12,
333,2014,300,2014_300,E,6/18/2018,none,0,,,,,0,0,0,85,30,
334,2014,300,2014_300,S,6/18/2018,none,0,,,,,0,0,0,90,25,
51,2012,306,2012_306,SW,8/23/2016,Rosa,8,PUTR,1,,,9,0.5,0.9,20,60,
52,2012,306,2012_306,NE,8/23/2016,BEAQ,30,PUTR,5,Rosa,3,38,0.5,1,6,40,
157,2012,313,2012_313,NE,10/25/2017,SPBE,4,AMAL,1,,,5,0.5,0.9,20,90,
158,2012,313,2012_313,SW,10/25/2017,SPBE,7,AMAL,3,,,10,0.5,0.6,20,70,
423,2014,320,2014_320,N,7/2/2018,CEVE,5,,,,,5,0.4,0.4,50,3,
424,2014,320,2014_320,E,7/2/2018,CEVE,7,,,,,7,0.3,0.45,70,15,
425,2014,320,2014_320,S,7/2/2018,ROGY,20,BEAQ,12,SPBE,8,45,0.5,0.85,35,70,
426,2014,320,2014_320,W,7/2/2018,CEVE,8,SPBE,5,,,13,0.2,0.25,45,20,
435,2014,322,2014_322,N,7/2/2018,SPBE,20,,,,,20,0.2,0.3,40,0,
436,2014,322,2014_322,E,7/2/2018,Salix,15,SPBE,10,,,25,0.3,0.4,75,0,
437,2014,322,2014_322,S,7/2/2018,SPBE,10,,,,,10,0.4,0.4,35,0,
438,2014,322,2014_322,W,7/2/2018,Salix,2,,,,,2,0.15,0.15,2,0,
45,2012,323,2012_323,NE,9/14/2016,RILA,3,Salix,1,Rosa,1,5,0.5,0.7,10,1,
46,2012,323,2012_323,SW,9/14/2016,Salix,60,Rosa,2,CEVE,1,65,0.5,1.2,5,0,
439,2014,325,2014_325,N,7/2/2018,Salix,8,SPBE,3,,,11,0.2,0.2,35,5,
440,2014,325,2014_325,W,7/2/2018,Salix,15,,,,,15,0.3,0.45,20,0,
441,2014,325,2014_325,S,7/2/2018,SPBE,10,,,,,10,0.2,0.3,20,0,
442,2014,325,2014_325,E,7/2/2018,SPBE,8,,,,,8,0.1,0.15,25,65,
135,2012,341,2012_341,SW,10/12/2017,SYAL,20,CEVE,9,AMAL,5,35,1,2.4,15,75,
136,2012,341,2012_341,NE,10/12/2017,COCO,35,SARA,10,SPBE,10,50,1.5,3,15,25,
415,2014,344,2014_344,S,7/1/2018,CEVE,15,SPBE,10,ROGY,5,3,0.5,0.7,40,0,
416,2014,344,2014_344,W,7/1/2018,ROGY,5,Salix,5,SPBE,5,15,0.5,0.8,25,0,
417,2014,344,2014_344,N,7/1/2018,Salix,20,CEVE,15,SPBE,8,43,0.5,0.85,15,0,
418,2014,344,2014_344,E,7/1/2018,Salix,25,SPBE,15,CEVE,5,50,0.5,0.7,25,0,
427,2014,349,2014_349,N,7/2/2018,SPBE,10,,,,,10,0.3,0.45,5,3,
428,2014,349,2014_349,E,7/2/2018,Salix,10,SPBE,10,CEVE,2,22,0.5,0.6,25,5,
429,2014,349,2014_349,S,7/2/2018,Salix,20,RUPA,5,,,25,0.5,0.75,65,15,
430,2014,349,2014_349,W,7/2/2018,SPBE,20,Salix,8,RUPA,5,33,0.3,0.4,30,30,
419,2014,350,2014_350,S,7/1/2018,SPBE,5,,,,,5,0.2,0.25,15,0,
420,2014,350,2014_350,W,7/1/2018,SPBE,3,,,,,3,0.3,0.3,10,0,
421,2014,350,2014_350,N,7/1/2018,CEVE,80,Salix,5,,,85,0.5,1.8,20,5,
422,2014,350,2014_350,E,7/1/2018,Salix,30,CEVE,20,SPBE,15,65,0.5,0.9,40,0,
47,2012,354,2012_354,SW,8/23/2016,Rosa,2,CEVE,1,Salix,1,4,0,0.6,15,25,
48,2012,354,2012_354,NE,8/23/2016,Spirea,2,Rosa,1,CEVE,1,3,0.5,0.9,8,65,
49,2012,357,2012_357,SW,8/9/2016,COCO,4,SYAL,2,AMAL,1,7,0.5,1.3,15,25,
50,2012,357,2012_357,NE,8/9/2016,COCO,15,SYAL,20,Rosa,4,39,1,2.4,1,50,
53,2012,361,2012_361,NE,8/22/2016,PRVI,15,Spirea,1,VASC,1,16,0,0.2,3,5,
54,2012,361,2012_361,SW,8/22/2016,PRVI,6,VASC,1,CHUM,1,8,0,0.2,2,3,
55,2012,379,2012_379,NE,9/15/2016,Rosa,20,BEAQ,6,Spirea,8,25,0.5,0.9,5,8,
56,2012,379,2012_379,SW,9/15/2016,Salix,10,CEVE,15,BEAQ,3,30,1,2.3,23,30,
57,2012,390,2012_390,SW,9/13/2016,Salix,40,,,,,40,1,1.7,75,0,
58,2012,390,2012_390,NE,9/13/2016,Salix,30,HODI,1,Rosa,1,35,0.5,1.3,80,1,
59,2012,392,2012_392,NE,8/22/2016,VASC,4,SYAL,3,LOUT,1,8,0,0.5,1,25,
60,2012,392,2012_392,SW,8/22/2016,PRVI,3,PAMY,2,SYAL,2,7,0,0.2,1,40,
145,2012,396,2012_396,NE,10/18/2017,ACGL,6,Salix,2,,,8,0.5,0.7,20,0.1,
146,2012,396,2012_396,SW,10/18/2017,HODI,10,SPBE,4,Rosa,3,20,0.5,1.4,35,2,
61,2012,402,2012_402,SW,9/14/2016,Salix,20,Ribes,5,HODI,2,30,0.5,1,25,20,
62,2012,402,2012_402,NE,9/14/2016,RULE,5,Salix,15,Ribes,5,30,1,1.3,15,20,
63,2012,403,2012_403,SW,8/24/2016,Salix,80,SYAL,5,,,83,5,5.8,8,6,
64,2012,403,2012_403,NE,8/24/2016,Salix,30,SYAL,2,,,35,4,6.1,45,50,
65,2012,416,2012_416,SW,9/14/2016,HODI,20,PAMY,2,Prunus,1,23,1,2.1,5,25,
66,2012,416,2012_416,NE,9/14/2016,Prunus,2,PAMY,3,,,0,,0.3,7,15,
69,2012,419,2012_419,NE,9/14/2016,Rosa,4,CEVE,2,Spirea,1,7,0.5,0.7,3,10,
70,2012,419,2012_419,SW,9/14/2016,Salix,7,Rosa,2,Spirea,1,10,0.5,1.2,6,10,
147,2012,423,2012_423,NE,10/18/2017,Salix,35,BENE,5,,,40,1,1.1,75,0,
148,2012,423,2012_423,SW,10/18/2017,Salix,60,BENE,2,,,60,1.5,2,70,0,
149,2012,428,2012_428,NE,10/19/2017,Vaccinium,20,SPBE,15,BENE,4,35,0.5,0.9,15,0,
150,2012,428,2012_428,SW,10/19/2017,BENE,10,Vaccinium,8,SPBE,7,25,0.5,0.6,6,0,
73,2012,444,2012_444,NE,8/30/2016,Salix,85,,,,,85,0.5,1.1,6,0,
74,2012,444,2012_444,SW,8/30/2016,Salix,75,RIVI,1,RUPA,1,76,1,1.5,7,1,
75,2012,447,2012_447,NE,9/15/2016,RUPA,50,Salix,2,,,55,0.5,0.8,15,1,
76,2012,447,2012_447,SW,9/15/2016,Salix,45,RUPA,30,,,65,1.5,2.4,7,1,
79,2012,458,2012_458,NE,8/30/2016,SACA,8,Salix,2,,,10,0.5,1.3,15,9,
80,2012,458,2012_458,SW,8/30/2016,VASC,10,Salix,2,RIVI,2,15,0,0.8,8,4,
81,2012,459,2012_459,NE,8/30/2016,none,0,,,,,0,0,0,0,0,
82,2012,459,2012_459,SW,8/30/2016,none,0,,,,,0,0,0,4,4,
83,2012,471,2012_471,SW,8/16/2016,Salix,1,PAMY,1,HODI,1,3,0,0.3,4,3,
84,2012,471,2012_471,NE,8/16/2016,RUPA,1,Rosa,1,Salix,1,3,0,0.3,20,7,
85,2012,502,2012_502,SW,8/22/2016,Prunus,1,,,,,1,0,0.2,1,90,
86,2012,502,2012_502,NE,8/22/2016,Prunus,1,,,,,1,0,0.1,1,80,
87,2012,509,2012_509,NE,8/16/2016,Salix,1,Salix,1,,,1,0,0.2,25,65,
88,2012,509,2012_509,SW,8/16/2016,BEAQ,2,Salix,3,SPBE,1,6,0,0.4,5,25,
151,2012,526,2012_526,SW,10/23/2017,Rosa,3,CEVE,2,,,5,0.5,0.7,1,0,
152,2012,526,2012_526,NE,10/23/2017,Salix,15,CEVE,3,RUPA,2,20,2,3.2,30,0,
133,2012,545,2012_545,NE,10/11/2017,HODI,15,SPBE,3,Salix,2,20,0.5,0.7,6,1,
134,2012,545,2012_545,SW,10/11/2017,Salix,25,HODI,25,Rosa,2,50,0.5,1.2,75,15,
179,2012,634,2012_634,E,8/24/2018,RIVI,25,SARA,3,,,28,0.5,0.75,75,5,
180,2012,634,2012_634,S,8/24/2018,RUPA,10,,,,,10,0.5,0.65,80,5,
181,2012,634,2012_634,W,8/24/2018,none,0,,,,,0,0,0,30,2,
182,2012,634,2012_634,N,8/24/2018,SARA,10,RICE,5,,,15,0.5,0.9,70,0,
183,2012,638,2012_638,E,8/25/2018,RIVI,5,,,,,5,0,0.4,20,3,
184,2012,638,2012_638,N,8/25/2018,ACGL,20,,,,,20,4,5.8,75,5,
185,2012,638,2012_638,W,8/25/2018,RUPA,5,,,,,5,0,0.5,60,10,
186,2012,638,2012_638,S,8/25/2018,RIVI,25,SARA,5,,,30,0.5,0.8,35,5,
171,2012,686,2012_686,N,8/24/2018,Salix,70,,,,,70,1,1.2,10,15,
172,2012,686,2012_686,E,8/24/2018,Salix,40,RICE,10,ROGY,8,60,1,1.65,35,3,
173,2012,686,2012_686,S,8/24/2018,Salix,65,,,,,65,1,2,10,2,
174,2012,686,2012_686,W,8/24/2018,Salix,20,,,,,20,0,0.55,20,1,
191,2012,689,2012_689,N,8/25/2018,Salix,80,,,,,80,0.5,1.4,30,0,
192,2012,689,2012_689,E,8/25/2018,Salix,65,RIVI,2,,,67,0.5,1.3,35,20,
193,2012,689,2012_689,S,8/25/2018,Salix,35,RIVI,20,,,55,0.5,1,20,8,
194,2012,689,2012_689,W,8/25/2018,Salix,25,,,,,25,0.5,1,25,15,
163,2012,695,2012_695,E,8/23/2018,Salix,20,SYAL,15,HODI,8,43,0.5,0.9,20,70,
164,2012,695,2012_695,S,8/23/2018,Salix,25,HODI,15,SPBE,10,55,0,0.55,15,8,
165,2012,695,2012_695,W,8/23/2018,Salix,55,RUPU,10,HODI,5,70,0.5,1.6,10,50,
166,2012,695,2012_695,N,8/23/2018,Salix,45,SPBE,10,,,55,0.5,0.7,20,40,
175,2012,696,2012_696,W,8/24/2018,BEAQ,15,,,,,15,0,0.3,20,35,
176,2012,696,2012_696,N,8/24/2018,SPBE,75,BEAQ,2,,,77,0,0.6,5,10,
177,2012,696,2012_696,E,8/24/2018,SPBE,40,ROGY,10,SYAL,5,55,0.5,0.65,5,40,
178,2012,696,2012_696,S,8/24/2018,AMAL,5,,,,,5,0.5,0.5,2,30,
167,2012,697,2012_697,N,8/23/2018,ROGY,15,,,,,15,0.5,0.7,35,75,
168,2012,697,2012_697,E,8/23/2018,ROGY,10,SPBE,5,,,15,0,0.6,20,70,
169,2012,697,2012_697,S,8/23/2018,BEAQ,20,,,,,20,0,0.3,40,55,
170,2012,697,2012_697,W,8/23/2018,Salix,30,ROGY,5,,,35,0.5,0.8,40,45,
187,2012,699,2012_699,N,8/25/2018,Salix,30,SPBE,5,ROGY,2,37,0.5,1.5,25,1,
188,2012,699,2012_699,E,8/25/2018,none,0,,,,,0,0,0,1,15,
189,2012,699,2012_699,S,8/25/2018,HODI,15,Salix,10,BEAQ,3,28,0.5,1.55,55,10,
190,2012,699,2012_699,W,8/25/2018,BEAQ,6,SPBE,4,,,10,0,0.3,5,8,
159,2012,702,2012_702,N,8/23/2018,ROWO,5,,,,,5,0,0.35,40,70,
160,2012,702,2012_702,E,8/23/2018,ROGY,10,AMAL,7,BEAQ,5,22,0,0.55,20,5,
161,2012,702,2012_702,S,8/23/2018,ROGY,10,VAOV,10,,,20,0,0.6,10,30,
162,2012,702,2012_702,W,8/23/2018,none,0,,,,,0,0,0,45,50,
215,2012,709,2012_709,N,8/29/2018,none,0,,,,,0,0,0,35,5,
216,2012,709,2012_709,E,8/29/2018,none,0,,,,,0,0,0,25,5,
217,2012,709,2012_709,S,8/29/2018,none,0,,,,,0,0,0,20,15,
218,2012,709,2012_709,W,8/29/2018,Salix,20,RICE,10,SARA,2,32,0.5,0.9,30,20,
211,2012,725,2012_725,N,8/29/2018,Salix,80,RIVI,10,,,90,1,1.8,10,5,
212,2012,725,2012_725,E,8/29/2018,RIVI,10,Salix,5,,,15,0,0.3,15,5,
213,2012,725,2012_725,S,8/29/2018,Salix,75,,,,,75,0.5,1.2,10,3,
214,2012,725,2012_725,W,8/29/2018,Salix,85,,,,,85,1,1.75,15,2,
219,2012,730,2012_730,N,8/30/2018,SPBE,35,ROGY,15,Salix,8,58,1,1.3,10,35,
220,2012,730,2012_730,E,8/30/2018,RICE,30,RUPU,25,,,55,1,1.9,20,0,
221,2012,730,2012_730,S,8/30/2018,Salix,25,RICE,15,ROGY,10,55,1,1.4,10,30,
222,2012,730,2012_730,W,8/30/2018,Salix,20,RICE,5,,,25,0,0.6,5,0,
203,2012,737,2012_737,N,8/28/2018,ROGY,25,Salix,20,RICE,10,55,1,1.6,35,5,
204,2012,737,2012_737,E,8/28/2018,Salix,40,RICE,10,RUPU,2,52,1,1.95,75,10,
205,2012,737,2012_737,S,8/28/2018,Salix,10,,,,,10,0.5,0.8,70,8,
206,2012,737,2012_737,W,8/28/2018,ROGY,15,Salix,10,RIVI,5,30,1,1.5,65,5,
199,2012,740,2012_740,N,8/28/2018,none,0,,,,,0,0,0,20,90,
200,2012,740,2012_740,E,8/28/2018,none,0,,,,,0,0,0,15,95,
201,2012,740,2012_740,S,8/28/2018,none,0,,,,,0,0,0,5,100,
202,2012,740,2012_740,W,8/28/2018,none,0,,,,,0,0,0,20,90,
195,2012,800,2012_800,W,8/28/2018,CEVE,15,SPBE,8,RIVI,3,26,0.5,0.6,35,30,
196,2012,800,2012_800,N,8/28/2018,Salix,10,CEVE,1,,,11,1,1.7,30,5,
197,2012,800,2012_800,E,8/28/2018,CEVE,40,Salix,25,,,65,0.5,1.1,20,3,
198,2012,800,2012_800,S,8/28/2018,CEVE,70,,,,,70,1,1.2,25,5,
207,2012,801,2012_801,S,8/29/2018,SYAL,50,BEAQ,20,,,70,0.5,0.85,30,5,
208,2012,801,2012_801,W,8/29/2018,SARA,8,Salix,5,,,13,0.5,0.65,20,35,
209,2012,801,2012_801,N,8/29/2018,SYAL,45,,,,,45,0.5,0.9,40,5,
210,2012,801,2012_801,E,8/29/2018,Salix,8,BEAQ,3,,,11,0.5,1.1,75,5,
211,2012,432,2012_432,NE,8/17/2016,RILA,1,,,,,1,0,0.7,1,1,
212,2012,432,2012_432,SW,8/17/2016,Salix,1,CEVE,1,,,1,0,0.9,2,1,
213,2012,370,2012_370,NE,8/17/2016,Salix,4,CEVE,2,SPBE,1,5,0,0.5,1,10,
214,2012,370,2012_370,SW,8/17/2016,CEVE,20,Salix,4,SPBE,1,25,0.5,0.8,1,15,
215,2012,454,2012_454,SW,8/18/2016,Salix,6,RILA,1,,,7,0.5,0.7,15,4,
216,2012,454,2012_454,NE,8/18/2016,Salix,4,RILA,1,,,5,0,0.7,7,3,
217,2013,628,2013_628,W,7/12/2018,RIVI,8,RICE,5,Salix,3,16,0.5,0.5,2,5,
218,2013,628,2013_628,N,7/12/2018,RILA,8,Salix,5,,,13,0.5,0.7,60,30,
219,2013,628,2013_628,E,7/12/2018,RUPA,5,RICE,3,Salix,3,11,0.5,0.85,20,15,
220,2013,628,2013_628,S,7/12/2018,none,0,,,,,0,0,0,45,60,
221,2013,627,2013_627,S,7/12/2018,Salix,30,RIVI,10,,,40,0.5,0.5,40,25,
222,2013,627,2013_627,W,7/12/2018,Salix,20,,,,,20,0.35,0.4,35,30,
223,2013,627,2013_627,N,7/12/2018,Salix,20,RIVI,10,RICE,5,35,0.5,0.6,15,15,
224,2013,627,2013_627,E,7/12/2018,RIVI,20,Salix,15,RICE,6,41,0.5,0.75,30,65,
225,2013,630,2013_630,W,7/13/2018,RIVI,20,Salix,15,,,35,0.5,0.9,10,5,
226,2013,630,2013_630,N,7/13/2018,Salix,8,,,,,8,0.3,0.4,0,0,
227,2013,630,2013_630,E,7/13/2018,RIVI,5,,,,,5,0.5,0.65,3,1,
228,2013,630,2013_630,S,7/13/2018,Salix,30,RIVI,15,,,45,1,1.25,80,5,
229,2012,608,2012_608,E,7/14/2018,VAOV,40,Salix,25,BEAQ,15,85,0.5,0.95,5,15,
230,2012,608,2012_608,S,7/14/2018,VAOV,75,BEAQ,10,Salix,5,90,0.5,1.2,15,20,
231,2012,608,2012_608,W,7/14/2018,VAOV,20,ROGY,15,BEAQ,5,40,0.5,0.9,35,20,
232,2012,608,2012_608,N,7/14/2018,Salix,40,VAOV,10,BEAQ,10,75,1,2.25,5,10,
233,2012,615,2012_615,N,7/14/2018,VAOC,15,BEAQ,10,,,25,0.3,0.3,10,0,
234,2012,615,2012_615,E,7/14/2018,BEAQ,10,,,,,10,0.3,0.3,15,0,
235,2012,615,2012_615,S,7/14/2018,RUPA,20,BEAQ,15,ROGY,5,40,0.5,0.9,20,0,
236,2012,615,2012_615,W,7/14/2018,Salix,25,BEAQ,10,,,35,1,3.8,1,0,
237,2012,622,2012_622,W,7/15/2018,CEVE,24,Salix,15,SPBE,15,55,0.5,1,20,0,
238,2012,622,2012_622,N,7/15/2018,Salix,30,BEAQ,15,CEVE,5,50,1,1.6,55,0,
239,2012,622,2012_622,E,7/15/2018,RUPA,25,Salix,15,BEAQ,5,45,0.5,1,20,0,
240,2012,622,2012_622,S,7/15/2018,BEAQ,20,SPBE,5,Salix,5,30,0.5,0.9,45,0,
241,2012,620,2012_620,E,7/15/2018,BEAQ,30,SPBE,15,VAOV,5,50,0.5,0.65,5,5,
242,2012,620,2012_620,S,7/15/2018,SPBE,15,BEAQ,15,VAOV,4,40,0.5,0.55,8,5,
243,2012,620,2012_620,W,7/15/2018,RUPA,25,BEAQ,20,,,45,0.5,0.9,10,0,
244,2012,620,2012_620,N,7/15/2018,BEAQ,20,VAOV,15,SPBE,10,50,0.5,0.75,2,0,
245,2012,626,2012_626,S,7/16/2018,Salix,50,RIVE,7,,,57,1.5,2.05,20,0,
246,2012,626,2012_626,W,7/16/2018,CEVE,3,Salix,8,Rosa,4,18,0.5,0.9,35,0,
247,2012,626,2012_626,N,7/16/2018,Salix,22,CEVE,4,Rosa,3,29,0.5,1.4,25,0,
248,2012,626,2012_626,E,7/16/2018,Salix,25,,,,,25,1,1.1,30,0,
249,2012,604,2012_604,S,7/16/2018,Salix,18,CEVE,5,RIVE,3,26,1,1.4,15,0,
250,2012,604,2012_604,N,7/16/2018,Salix,22,Rosa,0.1,,,22,1,1.6,17,3,
251,2012,604,2012_604,W,7/16/2018,Salix,6,CEVE,4,RIVE,3,16,0.25,0.3,10,2,
252,2012,604,2012_604,E,7/16/2018,Salix,6,Rosa,7,CEVE,9,25,0.5,0.85,20,5,
253,2012,610,2012_610,S,7/17/2018,SPBE,2,,,,,2,0.25,0.25,12,7,
254,2012,610,2012_610,N,7/17/2018,Rosa,17,AMAL,4,,,21,0.5,0.9,15,12,
255,2012,610,2012_610,W,7/17/2018,Rosa,10,SPBE,2,,,12,0.5,0.7,15,8,
256,2012,610,2012_610,E,7/17/2018,Salix,20,SPBE,12,Rosa,8,40,1,3.4,32,15,
257,2012,609,2012_609,S,7/17/2018,Salix,6,,,,,6,0.96,0.5,10,6,
258,2012,609,2012_609,N,7/17/2018,Salix,3,,,,,3,0.5,0.58,35,15,
259,2012,609,2012_609,W,7/17/2018,RILA,4,Salix,5,,,8,0.5,0.75,60,15,
260,2012,609,2012_609,E,7/17/2018,Salix,3,,,RILA,2,5,0.5,0.51,45,10,
261,2012,624,2012_624,S,7/18/2018,Salix,4,,,,,4,0.35,0.44,10,0,
262,2012,624,2012_624,N,7/18/2018,SPBE,3,CEVE,8,Salix,9,20,0.5,0.95,55,0,
263,2012,624,2012_624,W,7/18/2018,Salix,12,CEVE,3,SPBE,3,20,0.5,0.96,35,4,
264,2012,624,2012_624,E,7/18/2018,Salix,25,CEVE,3,SPBE,4,32,0.5,0.8,20,2,
265,2012,607,2012_607,S,7/18/2018,Rosa,10,RUPA,6,SPBE,6,25,0.5,1.16,40,0,
266,2012,607,2012_607,N,7/18/2018,Salix,7,Rosa,15,SPBE,2,29,0.5,0.71,15,3,
267,2012,607,2012_607,W,7/18/2018,Rosa,15,RUPA,8,SPBE,8,35,1,1.38,25,0,
268,2012,607,2012_607,E,7/18/2018,Salix,0.1,SPBE,2,,,2,0.25,0.45,10,1,
269,2012,612,2012_612,S,7/19/2018,Rosa,4,APAN,7,CEVE,0.1,11,0.25,0.25,5,0,
270,2012,612,2012_612,N,7/19/2018,Salix,12,APAN,3,,,15,0.5,1.1,6,0,
271,2012,612,2012_612,W,7/19/2018,APAN,5,SPBE,0.1,,,5,0.25,0.4,8,0.1,
272,2012,612,2012_612,E,7/19/2018,Salix,10,CEVE,2,APAN,2,15,0.5,0.67,5,0,
273,2012,616,2012_616,W,7/26/2018,Salix,45,,,,,45,1,1.65,50,0,
274,2012,616,2012_616,N,7/26/2018,Salix,30,BEAQ,5,,,35,0.5,1.35,70,0,
275,2012,616,2012_616,E,7/26/2018,Salix,20,BEAQ,3,,,23,0.5,0.9,30,0,
276,2012,616,2012_616,S,7/26/2018,UNK,40,Salix,10,,,50,1,2.2,10,0,
277,2012,602,2012_602,N,7/27/2018,Salix,40,BEAQ,10,,,50,0.5,1.35,50,0,
278,2012,602,2012_602,E,7/27/2018,Salix,30,RUPA,15,BEAQ,5,50,1,1.6,60,0,
279,2012,602,2012_602,S,7/27/2018,Salix,60,,,,,60,1,2.7,40,0,
280,2012,602,2012_602,W,7/27/2018,Salix,40,,,,,40,0.5,0.85,30,0,
281,2012,600,2012_600,W,7/27/2018,Salix,35,CEVE,20,ROGY,10,65,0.5,1.85,20,0,
282,2012,600,2012_600,N,7/27/2018,Salix,60,CEVE,10,,,70,1,2.3,25,0,
283,2012,600,2012_600,E,7/27/2018,Salix,65,CEVE,15,,,80,1,1.95,20,0,
284,2012,600,2012_600,S,7/27/2018,Salix,45,CEVE,10,,,55,1,1.25,15,0,
285,2012,618,2012_618,N,7/28/2018,SYAL,10,,,,,10,0.9,0.9,40,35,
286,2012,618,2012_618,W,7/28/2018,AMAL,5,,,,,5,0.5,0.8,25,15,
287,2012,618,2012_618,S,7/28/2018,Salix,20,AMAL,10,SPBE,5,40,1,2.9,30,10,
288,2012,618,2012_618,E,7/28/2018,none,0,,,,,0,0,0,30,85,
289,2012,619,2012_619,N,7/28/2018,SPBE,20,,,,,20,0.5,0.3,20,65,
290,2012,619,2012_619,E,7/28/2018,SPBE,20,ROWO,5,,,25,0.5,0.5,30,25,
291,2012,619,2012_619,S,7/28/2018,none,0,,,,,0,0,0,30,85,
292,2012,619,2012_619,W,7/28/2018,SPBE,25,,,,,25,0.5,0.7,30,30,
293,2012,662,2012_662,S,7/29/2018,HODI,5,SPBE,5,,,10,0.2,0.35,3,15,
294,2012,662,2012_662,W,7/29/2018,SPBE,10,,,,,10,0.25,0.3,20,70,
295,2012,662,2012_662,N,7/29/2018,SPBE,15,,,,,15,0.3,0.4,15,60,
296,2012,662,2012_662,E,7/29/2018,SPBE,35,BEAQ,5,,,40,0.3,0.4,30,55,
297,2012,639,2012_639,N,7/29/2018,none,0,,,,,0,0,0,0,0,
298,2012,639,2012_639,E,7/29/2018,none,0,,,,,0,0,0,80,0,
299,2012,639,2012_639,S,7/29/2018,RIVI,10,Salix,3,,,13,0.2,0.25,45,15,
300,2012,639,2012_639,W,7/29/2018,Salix,15,RIVI,10,,,25,0.3,0.4,75,10,
301,2012,635,2012_635,S,7/30/2018,Salix,40,,,,,40,0.3,0.45,60,5,
302,2012,635,2012_635,W,7/30/2018,Salix,40,,,,,40,0.55,0.95,65,0,
303,2012,635,2012_635,N,7/30/2018,Salix,25,,,,,25,0.4,0.55,20,0,
304,2012,635,2012_635,E,7/30/2018,Salix,30,,,,,30,0.65,1.35,60,0,
305,2012,636,2012_636,S,7/30/2018,Salix,35,,,,,35,0.5,0.9,75,0,
306,2012,636,2012_636,W,7/30/2018,Salix,80,,,,,80,0.5,1.15,30,0,
307,2012,636,2012_636,N,7/30/2018,Salix,65,,,,,65,0.5,1.1,20,0,
308,2012,636,2012_636,E,7/30/2018,Salix,30,,,,,30,0.5,1.1,65,0,
309,2012,655,2012_655,N,7/30/2018,Salix,25,,,,,25,0.45,0.6,40,0,
310,2012,655,2012_655,E,7/30/2018,Salix,35,RUPU,10,RUPA,5,50,0.5,1.85,30,0,
311,2012,655,2012_655,S,7/30/2018,RUPU,20,ROGY,15,Salix,15,50,0.5,1.6,20,5,
312,2012,655,2012_655,W,7/30/2018,Salix,45,,,,,45,0.5,0.95,20,3,
313,2012,645,2012_645,N,7/31/2018,HODI,20,SPBE,3,,,23,0.2,0.35,20,10,
314,2012,645,2012_645,E,7/31/2018,Salix,20,HODI,15,,,35,0.3,0.6,25,40,
315,2012,645,2012_645,S,7/31/2018,Salix,20,SPBE,10,,,30,0.2,0.45,30,60,
316,2012,645,2012_645,W,7/31/2018,SPBE,20,Salix,5,,,25,0.25,0.3,20,30,
317,2012,653,2012_653,N,8/15/2018,Salix,60,SPBE,5,,,65,0.5,1.95,20,5,
318,2012,653,2012_653,E,8/15/2018,Salix,35,SPBE,8,,,43,0.5,0.9,15,10,
319,2012,653,2012_653,S,8/15/2018,Salix,75,,,,,75,1,1.65,25,0,
320,2012,653,2012_653,W,8/15/2018,Salix,45,ROAC,2,,,47,0.5,1.25,10,25,
321,2012,651,2012_651,N,8/15/2018,RIVI,2,,,,,2,0,0.25,4,10,
322,2012,651,2012_651,E,8/15/2018,Salix,80,,,,,80,0.5,1.4,8,10,
323,2012,651,2012_651,S,8/15/2018,ROGY,4,,,,,4,0.5,0.5,25,55,
324,2012,651,2012_651,W,8/15/2018,ROGY,12,,,,,12,0.5,0.5,15,35,
325,2012,637,2012_637,W,8/16/2017,ACGL,10,RIVI,10,,,20,1,1.95,75,15,
326,2012,637,2012_637,N,8/16/2017,Salix,55,RIVI,10,,,65,0.5,1.75,50,30,
327,2012,637,2012_637,E,8/16/2017,Salix,40,,,,,40,1,2,50,15,
328,2012,637,2012_637,S,8/16/2017,none,0,,,,,0,0,0,35,5,
329,2012,646,2012_646,E,8/16/2018,SACA,35,RICE,10,RIVI,5,50,1,2.15,60,7,
330,2012,646,2012_646,S,8/16/2018,RICE,25,SACA,20,Salix,15,60,1,1.3,65,3,
331,2012,646,2012_646,W,8/16/2018,SACA,25,RICE,15,RUPU,10,50,0.5,1.3,65,15,
332,2012,646,2012_646,N,8/16/2018,SACA,35,RICE,15,RIVI,5,55,1,1.75,45,15,
333,2012,643,2012_643,N,8/16/2018,Salix,45,HODI,3,,,48,0.5,0.85,20,5,
334,2012,643,2012_643,E,8/16/2018,Salix,35,SARA,15,,,40,0.5,1.35,25,0,
335,2012,643,2012_643,S,8/16/2018,Salix,15,RICE,5,SARA,5,25,0.5,1.5,70,0,
336,2012,643,2012_643,W,8/16/2018,RIVI,20,Salix,10,,,30,0.5,0.6,30,10,
347,2015,2067,2015_2067,N,6/28/2020,APAN,45,Salix,8,Rosa,7,68,0.5,0.8,3,1,
348,2015,2067,2015_2067,E,6/28/2020,APAN,20,PTAQ,20,Vaccinium,5,47,0.5,0.6,7,7,
349,2015,2067,2015_2067,S,6/28/2020,APAN,25,PTAQ,6,Salix,5,36,0,0.5,7,0,
