SortKey,Fire_year,Plot_#,Yr_Plot,Subplot_NE/SW,Date,Shrub_1_species,Shrub_1_%cover,Shrub_2_species,Shrub_2_%cover,Shrub_3_species,Shrub_3_%cover,Total_shrub_%cover,Shrubs_Mean_height_m,Shrubs_Max_height_m,Herbs_%cover,Graminoid_%cover,
350,2015,2067,2015_2067,W,6/28/2020,Salix,50,PTAQ,10,RUPA,3,65,1,1.5,15,0,
351,2015,851,2015_851,N,6/29/2020,Salix,9,,,,,10,1,1.2,45,0,
352,2015,851,2015_851,E,6/29/2020,Salix,15,,,,,15,1,1.2,25,0,
353,2015,851,2015_851,S,6/29/2020,Salix,15,SPBE,7,APAN,1,28,0.5,1.5,25,7,
354,2015,851,2015_851,W,6/29/2020,Salix,15,CEVE,1,,,16,1,2.2,15,0,
355,2015,592,2015_592,N,6/29/2020,Salix,9,Rosa,8,BEAQ,8,31,1,1.5,4,0,
356,2015,592,2015_592,E,6/29/2020,Vaccinium,10,PAMY,9,SPBE,6,29,0.5,0.6,7,3,
357,2015,592,2015_592,S,6/29/2020,APAN,40,SPBE,10,Vaccinium,5,65,0.5,0.6,2,4,
358,2015,592,2015_592,W,6/29/2020,PAMY,15,Salix,4,SPBE,4,27,0.5,0.8,1,0,
359,2015,925,2015_925,N,6/29/2020,PTAQ,20,Salix,4,,,24,0.5,0.7,1,0,
360,2015,925,2015_925,E,6/29/2020,PTAQ,20,APAN,20,Salix,2,48,0.5,0.6,3,0,
361,2015,925,2015_925,S,6/29/2020,CEVE,25,PTAQ,25,Salix,10,62,0.5,0.6,4,2,
362,2015,925,2015_925,W,6/29/2020,PTAQ,20,Salix,10,CEVE,1,31,0.5,0.9,5,2,
363,2015,1507,2015_1507,S,6/18/2020,none,0,,,,,0,0,0,2,0,
364,2015,1507,2015_1507,E,6/18/2020,Rosa,7,,,,,7,0,0.45,35,4,
365,2015,1507,2015_1507,W,6/18/2020,SYAL,11,PUTR,1,,,4,0.5,0.7,20,20,
366,2015,1507,2015_1507,N,6/18/2020,Rosa,10,,,,,10,0,0.75,20,40,
367,2015,1193,2015_1193,S,6/18/2020,SPBE,2,,,,,2,0,0.35,1,30,
368,2015,1193,2015_1193,E,6/18/2020,PUTR,1,,,,,1,0.5,0.3,20,35,
369,2015,1193,2015_1193,N,6/18/2020,CEVE,7,,,,,7,0.5,0.55,8,75,
370,2015,1193,2015_1193,W,6/18/2020,CEVE,55,SPBE,2,BEAQ,2,59,0.5,0.6,0,40,
371,2015,1241,2015_1241,W,6/17/2020,AMAL,1,,,,,1,0.5,0.5,7,65,
372,2015,1241,2015_1241,S,6/17/2020,CEVE,4,SPBE,4,,,8,0,0.25,30,70,
373,2015,1241,2015_1241,E,6/17/2020,Ribes,3,SPBE,2,,,5,0.5,0.65,5,85,
374,2015,1241,2015_1241,N,6/17/2020,SPBE,2,CEVE,1,,,3,0,0.3,2,40,
375,2015,2359,2015_2359,S,6/18/2020,Rosa,1,,,,,1,0,0.25,40,30,
376,2015,2359,2015_2359,E,6/18/2020,none,0,,,,,0,0,0,40,35,
377,2015,2359,2015_2359,N,6/18/2020,Rosa,1,,,,,1,0,0.4,15,80,
378,2015,2359,2015_2359,W,6/18/2020,none,0,,,,,0,0,0,2,60,
379,2015,1559,2015_1559,N,6/19/2020,HODI,15,SPBE,12,CEVE,2,29,0.5,0.99,18,3,
380,2015,1559,2015_1559,E,6/19/2020,Rosa,40,SPBE,2,SYAL,3,45,0.5,1.25,20,15,
381,2015,1559,2015_1559,S,6/19/2020,HODI,40,Rosa,10,PUTR,7,55,3,4.25,25,40,
382,2015,1559,2015_1559,W,6/19/2020,HODI,20,CEVE,15,RULE,6,39,0.5,1.6,25,1,
383,2015,145,2015_145,S,6/26/2020,ALCR,20,VAME,70,,,90,1,2.1,0,0,
384,2015,145,2015_145,W,6/26/2020,ALCR,55,Salix,30,VAME,90,95,1,2.6,3,0,
385,2015,145,2015_145,N,6/26/2020,ALCR,55,Salix,20,SPBE,5,75,1.5,2.8,40,0,
386,2015,145,2015_145,E,6/26/2020,Salix,30,ALCR,10,VAME,20,40,1.5,2.6,15,6,
387,2015,1124,2015_1124,E,6/26/2020,SPBE,30,Salix,2,CEVE,1,33,0,0.5,5,0,
388,2015,1124,2015_1124,S,6/26/2020,Salix,35,ALCR,10,SPBE,10,55,0.5,2.7,5,0,
389,2015,1124,2015_1124,W,6/26/2020,Salix,55,ALCR,15,,,65,1,3.2,3,0,
390,2015,1124,2015_1124,N,6/26/2020,SPBE,30,Salix,25,PAMY,5,60,0.5,1.6,8,0,
391,2015,1024,2015_1024,N,6/26/2020,Salix,55,,,,,55,0.5,1.6,7,0,
392,2015,1024,2015_1024,E,6/26/2020,Salix,45,,,,,45,0.5,0.8,2,0,
393,2015,1024,2015_1024,S,6/26/2020,Salix,30,SPBE,30,,,55,1.5,3.2,4,0,
394,2015,1024,2015_1024,W,6/26/2020,Salix,35,SPBE,15,,,50,0.5,2.5,2,0,
395,2015,626,2015_626,N,6/27/2020,Salix,25,,,,,25,1,1.6,80,0,
396,2015,626,2015_626,E,6/27/2020,Salix,40,Ribes,1,,,41,1,1.5,75,4,
397,2015,626,2015_626,S,6/27/2020,Salix,45,,,,,45,1,1.5,80,0,
398,2015,626,2015_626,W,6/27/2020,Salix,30,,,,,30,1,1.2,70,0,
399,2015,750,2015_750,N,6/27/2020,Salix,20,Ribes,10,CEVE,8,38,1.5,1.8,65,0,
400,2015,750,2015_750,E,6/27/2020,Vaccinium,40,Salix,15,CEVE,4,59,1,1.6,65,0,
401,2015,750,2015_750,S,6/27/2020,Salix,45,VAPA,5,,,50,1,2.3,80,0,
402,2015,750,2015_750,W,6/27/2020,Salix,25,,,,,25,1,1.4,75,0,
403,2015,921,2015_921,S,6/27/2020,ALCR,55,PHLE,4,Vaccinium,2,61,1.5,2.1,30,50,
404,2015,921,2015_921,W,6/27/2020,ALCR,25,Salix,5,,,30,1,1.6,40,15,
405,2015,921,2015_921,N,6/27/2020,ALCR,8,PHLE,1,,,9,0.5,1.4,30,5,
406,2015,921,2015_921,E,6/27/2020,PHLE,5,ALCR,1,,,6,0.5,1.1,15,35,
407,2015,1359,2015_1359,N,6/28/2020,Salix,70,,,,,70,1,1.6,40,0,
408,2015,1359,2015_1359,E,6/28/2020,Salix,10,PAMY,3,CEVE,1,14,1,2.2,10,0,
409,2015,1359,2015_1359,S,6/28/2020,CEVE,30,Salix,20,SPBE,3,53,1,2.7,25,0,
410,2015,1359,2015_1359,W,6/28/2020,CEVE,55,Salix,15,SPBE,3,70,1,2.4,30,0,
411,2015,686,2015_686,N,6/30/2020,none,0,,,,,0,0,0,95,0,
412,2015,686,2015_686,E,6/30/2020,SACA,8,CEVE,1,,,9,1,1.6,75,0,
413,2015,686,2015_686,S,6/30/2020,ABGL,35,,,,,35,2,2.8,60,2,
414,2015,686,2015_686,W,6/30/2020,ABGL,65,Ribes,1,,,66,2,3,30,0,
415,2015,507,2015_507,N,7/1/2020,ABGL,25,SYAL,20,,,40,1.5,2.1,15,0,
416,2015,507,2015_507,W,7/1/2020,AMAL,25,SYAL,25,,,50,1,1.3,15,4,
417,2015,507,2015_507,E,7/1/2020,SYAL,10,Ribes,5,AMAL,,1,0.5,0.8,35,15,
418,2015,507,2015_507,S,7/1/2020,AMAL,15,SYAL,10,Ribes,7,0.5,1.3,6,7,0,
419,2015,577,2015_577,W,7/6/2020,AMAL,8,Prunus,4,SPBE,1,13,0.5,0.6,40,0,
420,2015,577,2015_577,N,7/6/2020,AMAL,2,SPBE,1,,,3,0.5,0.6,30,0,
421,2015,577,2015_577,E,7/6/2020,AMAL,40,SPBE,40,,,75,1,1.6,20,0,
422,2015,577,2015_577,S,7/6/2020,AMAL,60,SPBE,20,,,80,1,1.2,4,0,
423,2015,583,2015_583,E,7/6/2020,CEVE,15,ABGL,8,,4,23,1,1.9,60,0,
424,2015,583,2015_583,N,7/6/2020,CEVE,9,,,,,9,0.5,0.5,50,0,
425,2015,583,2015_583,W,7/6/2020,SPBE,20,SANI,10,AMAL,7,35,1,1.9,30,0,
426,2015,583,2015_583,S,7/6/2020,SANI,50,SPBE,10,CEVE,9,65,1.5,2.8,9,0,
427,2015,170,2015_170,N,7/8/2020,Salix,30,,,,,30,2,2.1,5,40,
428,2015,170,2015_170,E,7/8/2020,Salix,10,,,,,10,1,1.5,15,70,
429,2015,170,2015_170,S,7/8/2020,Salix,25,,,,,25,2,2.6,10,55,
430,2015,170,2015_170,W,7/8/2020,Salix,20,,,,,20,2,2.2,20,40,
431,2015,1895,2015_1895,N,7/8/2020,Salix,40,,,,,40,3,4.6,15,0,
432,2015,1895,2015_1895,E,7/8/2020,Salix,25,,,,,25,1.5,2.1,30,70,
433,2015,1895,2015_1895,S,7/8/2020,Salix,1,,,,,1,0.5,0.6,30,5,
434,2015,1895,2015_1895,W,7/8/2020,Salix,20,,,,,20,1.5,2.2,75,10,
435,2015,109,2015_109,N,7/9/2020,Salix,25,PAMY,8,Vaccinium,1,30,1,2.3,6,10,
436,2015,109,2015_109,E,7/9/2020,Salix,10,PAMY,9,,,20,0.5,1.2,3,35,
437,2015,109,2015_109,S,7/9/2020,Salix,35,PAMY,6,Vaccinium,15,50,1.5,3.1,4,8,
438,2015,109,2015_109,W,7/9/2020,Salix,35,PAMY,7,,,42,1,1.4,0,15,
439,2015,2212,2015_2212,N,7/20/2020,Salix,15,,,,,15,1,1.4,10,0,
440,2015,2212,2015_2212,S,7/20/2020,Salix,30,,,,,30,1,1.6,50,0,
441,2015,2212,2015_2212,E,7/20/2020,Salix,30,,,,,30,1,1.4,20,0,
442,2015,2212,2015_2212,W,7/20/2020,Salix,40,,,,,40,1,1.6,30,0,
443,2015,2265,2015_2265,N,7/21/2020,SARA,7,Salix,3,,,10,0.5,1.1,50,0,
444,2015,2265,2015_2265,E,7/21/2020,SARA,9,Vaccinium,6,RUPA,4,19,0.5,0.9,85,0,
445,2015,2265,2015_2265,S,7/21/2020,SARA,15,ALCR,15,SARA,5,42,0.5,1.2,50,0,
446,2015,2265,2015_2265,W,7/21/2020,RUPA,40,SARA,10,Salix,8,55,1,2.2,30,0,
447,2015,2194,2015_2194,N,7/21/2020,Salix,10,SARA,10,,,24,1,1.5,55,0,
448,2015,2194,2015_2194,E,7/21/2020,SARA,5,PAMY,2,,,7,1,1.3,25,2,
449,2015,2194,2015_2194,S,7/21/2020,OPHO,15,Vaccinium,8,LOUT,4,27,0.5,0.8,65,0,
450,2015,2194,2015_2194,W,7/21/2020,SARA,50,RUPA,5,,,54,1.5,2.1,60,0,
451,2015,2174,2015_2174,N,7/21/2020,Salix,15,Vaccinium,1,,,16,1,1.2,75,0,
452,2015,2174,2015_2174,E,7/21/2020,Salix,4,,,,,4,1,1.1,80,0,
453,2015,2174,2015_2174,S,7/21/2020,Salix,20,,,,,20,1,1.4,45,0,
454,2015,2174,2015_2174,W,7/21/2020,Salix,5,,,,,5,1,1.1,35,0,
455,2015,2326,2015_2326,N,7/22/2020,RUPA,7,Rosa,1,,,7,0.5,0.6,20,0,
456,2015,2326,2015_2326,E,7/22/2020,PHMA,15,Rosa,5,RUPA,2,19,0,0.4,50,0,
457,2015,2326,2015_2326,S,7/22/2020,Ribes,10,SPBE,4,Salix,3,17,0.5,1.2,40,0,
458,2015,2326,2015_2326,W,7/22/2020,Vaccinium,7,Rosa,4,RUPA,3,14,0,0.6,60,5,
459,2015,2325,2015_2325,N,7/22/2020,ALCR,70,RUPA,40,PAMY,35,95,1.5,2.3,40,0,
460,2015,2325,2015_2325,E,7/22/2020,ALCR,50,PAMY,65,Salix,45,95,2,6,15,0,
461,2015,2325,2015_2325,S,7/22/2020,ALCR,80,PAMY,55,RUPA,10,97,2.5,4,30,0,
462,2015,2325,2015_2325,W,7/22/2020,RUPA,35,PAMY,40,Vaccinium ,10,75,0.5,1.3,25,0,
463,2015,2304,2015_2304,N,7/22/2020,Salix,55,,,,,55,0.5,1,15,1,
464,2015,2304,2015_2304,E,7/22/2020,Salix,80,,,,,80,0.5,1.5,40,0,
465,2015,2304,2015_2304,S,7/22/2020,Salix,70,SPBE,3,Rosa,7,75,0.5,1.2,7,0,
466,2015,2304,2015_2304,W,7/22/2020,Salix,90,ACGL,5,,,95,1,1.5,50,0,
467,2015,2058,2015_2058,N,7/17/2020,CESA,70,PHMA,40,Rosa,40,100,1,1.7,7,0,
468,2015,2058,2015_2058,E,7/17/2020,CESA,80,Rosa,40,PHMA,5,100,1,1.8,0,0,
469,2015,2058,2015_2058,S,7/17/2020,CESA,90,Rosa,40,,,90,1,1.6,5,0,
470,2015,2058,2015_2058,W,7/17/2020,CESA,75,Rosa,10,HODI,6,90,1,1.3,4,0,
471,2015,1752,2015_1752,N,7/17/2020,PHMA,60,CESA,20,Vaccinium,5,80,1,1.2,40,4,
472,2015,1752,2015_1752,E,7/17/2020,CESA,65,PHMA,25,Vaccinium,15,90,1,1.2,45,2,
473,2015,1752,2015_1752,S,7/17/2020,CESA,65,Salix,35,AMAL,4,100,1.5,2.2,45,5,
474,2015,1752,2015_1752,W,7/17/2020,ACGL,35,CESA,35,Vaccinium,8,90,1.5,2,45,10,
475,2015,2146,2015_2146,N,7/17/2020,SPBE,15,SYAL,15,AMAL,4,34,0.5,0.7,5,55,
476,2015,2146,2015_2146,E,7/17/2020,PHMA,30,BENE,15,AMAL,8,50,0.5,0.8,3,65,
477,2015,2146,2015_2146,S,7/17/2020,SYAL,65,AMAL,10,CESA,8,90,0.5,1.6,4,5,
478,2015,2146,2015_2146,W,7/17/2020,SYAL,50,AMAL,20,,,70,0.5,1.1,2,10,
479,2015,1997,2015_1997,N,7/17/2020,PHMA,45,SYAL,10,CESA,10,60,1,1.6,5,0,
480,2015,1997,2015_1997,E,7/17/2020,HODI,30,PHMA,30,SYAL,15,90,1.5,2.4,5,0,
481,2015,1997,2015_1997,S,7/17/2020,PHMA,30,Rosa,25,CESA,20,90,1,1.3,3,1,
482,2015,1997,2015_1997,W,7/17/2020,PHMA,25,SYAL,25,Rosa,20,80,1,1.4,2,0,
483,2015,1326,2015_1326,N,7/18/2020,SPBE,10,PAMY,1,PHMA,1,12,0.5,0.7,20,8,
484,2015,1326,2015_1326,E,7/18/2020,SPBE,15,RUSP,1,PHMA,1,17,0.5,0.6,30,35,
485,2015,1326,2015_1326,S,7/18/2020,Salix,20,PHMA,2,,,22,1,1.1,2,15,
486,2015,1326,2015_1326,W,7/18/2020,PHMA,7,SPBE,3,,,10,0.5,0.6,25,25,
487,2015,1549,2015_1549,N,7/18/2020,CESA,30,SYAL,10,SPBE,5,45,1,1.2,25,0,
488,2015,1549,2015_1549,E,7/18/2020,CESA,100,,,,,100,1,1.3,5,0,
489,2015,1549,2015_1549,S,7/18/2020,CESA,100,,,,,100,1,1.4,5,0,
490,2015,1549,2015_1549,W,7/18/2020,CESA,100,,,,,100,1,1.2,5,0,
491,2015,1437,2015_1437,N,7/18/2020,CESA,60,Salix,20,,,80,1,1.2,25,0,
492,2015,1437,2015_1437,E,7/18/2020,CESA,45,PHMA,15,,,65,1,1.2,10,8,
493,2015,1437,2015_1437,S,7/18/2020,CEVE,25,Salix,5,,,30,0.5,1,5,1,
494,2015,1437,2015_1437,W,7/18/2020,CEVE,15,Salix,15,,,30,0.5,1,4,6,
495,2015,1490,2015_1490,N,7/18/2020,CESA,65,,,,,65,1,1.3,30,5,
496,2015,1490,2015_1490,E,7/18/2020,CESA,70,HODI,25,,,95,1,1.7,5,0,
497,2015,1490,2015_1490,S,7/18/2020,CESA,75,,,,,75,1,1.3,15,5,
498,2015,1490,2015_1490,W,7/18/2020,CESA,25,RUSP,20,Prunus,20,65,1,2.8,20,0,
499,2015,1910,2015_1910,N,7/19/2020,Salix,1,,,,,1,0.5,0.3,35,0,
500,2015,1910,2015_1910,E,7/19/2020,none,0,,,,,0,0,0,0,0,
501,2015,1910,2015_1910,S,7/19/2020,SPBE,6,Salix,1,,,7,0,0.2,3,0,
502,2015,1910,2015_1910,W,7/19/2020,none,0,,,,,0,0,0,25,0,
503,2015,1511,2015_1511,N,7/19/2020,Salix,8,,,,,8,0.5,0.6,70,0,
504,2015,1511,2015_1511,E,7/19/2020,Salix,35,,,,,35,1,1.2,35,0,
505,2015,1511,2015_1511,S,7/19/2020,Salix,35,SPBE,8,HODI,10,53,1,2,35,0,
506,2015,1511,2015_1511,W,7/19/2020,Salix,8,Ribes,5,,,13,0.5,0.7,10,3,
507,2015,1633,2015_1633,N,7/17/2020,PHMA,15,SPBE,15,AMAL,8,38,0.5,1,5,35,
508,2015,1633,2015_1633,W,7/17/2020,SYAL,10,SPBE,7,,,17,0,0.5,20,10,
509,2015,1633,2015_1633,S,7/17/2020,SYAL,30,SPBE,20,SACA,2,52,0.5,1,7,1,
510,2015,1633,2015_1633,E,7/17/2020,CEVE,20,SPBE,20,PHMA,5,45,0.5,1,2,5,
511,2015,803,2015_803,S,8/5/2020,SYAL,95,AMAL,5,,,100,0.5,1.4,0,0,
512,2015,803,2015_803,E,8/5/2020,AMAL,15,CEVE,12,SYAL,7,34,0.5,1.9,20,3,
513,2015,803,2015_803,N,8/5/2020,SYAL,2,PAMY,3,PUTI,1,6,0,0.5,30,3,
514,2015,803,2015_803,W,8/5/2020,AMAL,10,PUTI,4,,,14,0.5,0.9,20,15,
515,2015,741,2015_741,N,8/5/2020,AMAL,4,CEVE,1,SYAL,1,6,1,1.1,9,80,
516,2015,741,2015_741,E,8/5/2020,AMAL,15,SYAL,10,,,25,1,1.5,15,5,
517,2015,741,2015_741,S,8/5/2020,none,0,,,,,0,0,0,15,5,
518,2015,741,2015_741,W,8/5/2020,AMAL,8,SYAL,7,CEVE,3,29,1,2.1,5,2,
519,2015,734,2015_734,N,8/5/2020,SYAL,10,,,,,10,0.5,0.5,20,50,
520,2015,734,2015_734,E,8/5/2020,SYAL,10,AMAL,6,,,16,0.5,0.6,5,55,
521,2015,734,2015_734,S,8/5/2020,Prunus,15,,,,,15,1,1.1,45,30,
522,2015,734,2015_734,W,8/5/2020,Prunus,15,AMAL,4,SYAL,7,26,0.5,1.2,10,6,
523,2015,1274,2015_1274,W,7/31/2020,SYAL,15,RUPA,10,Vaccinium,4,29,0.5,0.7,45,35,
524,2015,1274,2015_1274,E,7/31/2020,ACGL,15,RUPA,15,,,30,1,2.1,70,3,
525,2015,1274,2015_1274,S,7/31/2020,SYAL,20,RUPA,10,SPBE,10,40,0,0.5,40,0,
526,2015,1274,2015_1274,N,7/31/2020,ACGL,20,RUPA,4,,,22,1.5,2.2,55,30,
527,2015,1026,2015_1026,N,7/31/2020,Salix,30,RUPA,8,,,38,1,1.7,55,0,
528,2015,1026,2015_1026,E,7/31/2020,Salix,70,,,,,70,1,1.4,45,0,
529,2015,1026,2015_1026,S,7/31/2020,Salix,50,ACGL,9,,,59,1.5,2.3,55,0,
530,2015,1026,2015_1026,W,7/31/2020,Salix,45,,,,,45,1,2.2,70,0,
531,2015,1830,2015_1830,E,7/31/2020,PHMA,50,HODI,15,SYAL,5,65,1,1.9,30,0,
532,2015,1830,2015_1830,S,7/31/2020,PHMA,15,ACGL,5,SPBE,4,25,1,2.1,25,15,
533,2015,1830,2015_1830,W,7/31/2020,PHMA,25,CRDO,20,Rosa,4,40,1.5,4,8,0,
534,2015,1830,2015_1830,N,7/31/2020,Rosa,20,SYAL,15,PHMA,5,40,0.5,1,25,60,
535,2015,216,2015_216,N,8/1/2020,SPBE,10,Vaccinium,8,,,18,0.5,0.6,7,75,
536,2015,216,2015_216,E,8/1/2020,SPBE,7,Vaccinium,5,,,13,0,0.5,2,35,
537,2015,216,2015_216,S,8/1/2020,none,0,,,,,0,0,0,9,60,
538,2015,216,2015_216,W,8/1/2020,SPBE,7,Vaccinium,1,,,8,0.5,0.45,10,60,
539,2015,236,2015_236,N,8/1/2020,Vaccinium,7,SPBE,6,Ribes,4,17,0.5,0.6,4,15,
540,2015,236,2015_236,E,8/1/2020,SPBE,9,,,,,9,0.5,0.6,8,25,
541,2015,236,2015_236,S,8/1/2020,SPBE,20,,,,,21,0.5,0.6,8,10,
542,2015,236,2015_236,W,8/1/2020,Salix,15,SPBE,3,,,20,1,1.3,8,20,
543,2015,2222,2015_2222,N,8/1/2020,Ribes,6,SACA,2,,,10,0.5,1,90,0,
544,2015,2222,2015_2222,E,8/1/2020,SACA,40,RUPA,20,,,60,1.5,2.5,75,0,
545,2015,2222,2015_2222,S,8/1/2020,RUPA,15,,,,,15,1.5,1.5,80,0,
546,2015,2222,2015_2222,W,8/1/2020,Salix,4,RUPA,4,,,8,0.5,0.9,60,0,
547,2015,2333,2015_2333,W,8/1/2020,RUPA,45,PAMY,2,,,47,0,0.5,30,20,
548,2015,2333,2015_2333,E,8/1/2020,RUPA,20,Ribes,5,SYAL,2,30,0.5,0.7,55,10,
549,2015,2333,2015_2333,S,8/1/2020,RUPA,20,,,,,22,0.5,0.5,55,5,
550,2015,2333,2015_2333,N,8/1/2020,Salix,10,RUPA,20,,,32,1,1.9,30,45,
551,2015,2156,2015_2156,N,8/1/2020,Salix,15,,,,,15,0.5,0.6,30,0,
552,2015,2156,2015_2156,E,8/1/2020,Salix,25,,,,,25,0.5,0.7,50,0,
553,2015,2156,2015_2156,S,8/1/2020,Salix,40,Vaccinium,10,,,50,0,0.5,40,0,
554,2015,2156,2015_2156,W,8/1/2020,Salix,35,,,,,35,1,1.2,55,0,
555,2015,2334,2015_2334,N,8/2/2020,Rosa,10,Salix,5,Ribes,2,19,1,1.5,45,25,
556,2015,2334,2015_2334,E,8/2/2020,Salix,15,Ribes,9,SPBE,4,30,1,1.2,50,10,
557,2015,2334,2015_2334,S,8/2/2020,Rosa,35,SPBE,15,Vaccinium,5,55,0.5,1,40,20,
558,2015,2334,2015_2334,W,8/2/2020,none,0,,,,,0,0,0,30,15,
559,2015,2309,2015_2309,N,8/2/2020,Salix,15,ABGL,8,Ribes,5,28,1,1.7,30,4,
560,2015,2309,2015_2309,E,8/2/2020,Salix,35,RUPA,6,Ribes,6,52,1,1.4,0,0,
561,2015,2309,2015_2309,S,8/2/2020,Salix,25,RUPA,20,Ribes,15,65,1,1.1,20,0,
562,2015,2309,2015_2309,W,8/2/2020,Salix,30,Ribes,2,,,37,1,1.3,35,6,
563,2015,370,2015_370,N,8/2/2020,SPBE,6,Ribes,4,ACGL,3,14,0.5,0.9,25,7,
564,2015,370,2015_370,E,8/2/2020,Salix,8,Vaccinium,5,Ribes,2,15,0,0.5,20,25,
565,2015,370,2015_370,S,8/2/2020,SPBE,15,Vaccinium,20,ALCR,55,60,2.5,5,30,10,
566,2015,370,2015_370,W,8/2/2020,Vaccinium,10,,,,,10,0,0.3,25,9,
567,2015,1023,2015_1023,N,8/3/2020,Salix,15,CEVE,8,,,23,1,1.7,40,0,
568,2015,1023,2015_1023,E,8/3/2020,Salix,80,CEVE,5,,,85,1,1.5,40,0,
569,2015,1023,2015_1023,S,8/3/2020,Salix,10,CEVE,9,PHMA,5,24,1,1.5,35,0,
570,2015,1023,2015_1023,W,8/3/2020,CEVE,15,Salix,10,PHMA,2,37,1,1.9,20,0,
571,2015,2161,2015_2161,N,8/3/2020,HODI,8,CEVE,2,,,10,0.5,0.9,85,0,
572,2015,2161,2015_2161,E,8/3/2020,CEVE,9,PHMA,3,SYAL,2,14,1,1.2,75,3,
573,2015,2161,2015_2161,S,8/3/2020,SACA,55,PHMA,25,SYAL,30,70,2,3,0,3,
574,2015,2161,2015_2161,W,8/3/2020,PHMA,15,CEVE,10,HODI,1,38,1,1.7,6,80,
575,2015,2178,2015_2178,N,8/3/2020,Salix,60,CEVE,20,,,80,0.5,1,60,0,
576,2015,2178,2015_2178,E,8/3/2020,Salix,40,CEVE,30,,,70,1,1.5,40,0,
577,2015,2178,2015_2178,S,8/3/2020,CEVE,20,SYAL,5,Rosa,4,35,1,1.6,50,9,
578,2015,2178,2015_2178,W,8/3/2020,SYAL,20,PHMA,15,Salix,8,50,1,1.9,20,10,
579,2015,1166,2015_1166,N,8/3/2020,HODI,20,AMAL,15,ACGL,5,60,0.5,2.5,5,30,
580,2015,1166,2015_1166,E,8/3/2020,AMAL,20,Salix,5,SPBE,3,35,1,1.5,20,50,
581,2015,1166,2015_1166,W,8/3/2020,Salix,25,CEVE,15,PHMA,8,50,2,3,15,1,
582,2015,1166,2015_1166,S,8/3/2020,Salix,65,SPBE,2,SYAL,1,68,1,1.7,20,4,
583,2015,2322,2015_2322,N,8/4/2020,PHMA,15,AMAL,4,SPBE,3,26,1,1.1,9,5,
584,2015,2322,2015_2322,E,8/4/2020,HODI,20,BENE,7,,,27,0.5,1.5,15,20,
585,2015,2322,2015_2322,S,8/4/2020,PHMA,20,Rosa,15,SPBE,8,45,1,1.3,3,15,
586,2015,2322,2015_2322,W,8/4/2020,SYAL,25,PHMA,9,AMAL,3,37,1,1.8,50,5,
587,2015,2336,2015_2336,N,8/4/2020,ACGL,20,Salix,3,,,23,2.5,2.9,10,0,
588,2015,2336,2015_2336,E,8/4/2020,none,0,,,,,0,0,0,70,0,
589,2015,2336,2015_2336,S,8/4/2020,Salix,25,,,,,25,3,3.5,35,0,
590,2015,2336,2015_2336,W,8/4/2020,Salix,3,,,,,3,0.5,0.9,35,0,
591,2015,710,2015_710,N,8/4/2020,none,0,,,,,0,0,0,30,70,
592,2015,710,2015_710,E,8/4/2020,none,0,,,,,0,0,0,25,75,
593,2015,710,2015_710,S,8/4/2020,PHMA,15,SPBE,6,SYAL,2,23,0.5,0.7,5,72,
594,2015,710,2015_710,W,8/4/2020,none,0,,,,,0,0,0,7,93,
595,2015,415,2015_415,W,8/14/2020,Salix,40,,,,,40,1,1.4,45,5,
596,2015,415,2015_415,E,8/14/2020,Salix,65,,,,,65,1,2.1,20,0,
597,2015,415,2015_415,S,8/14/2020,Salix,35,,,,,35,1.5,2.2,25,2,
598,2015,415,2015_415,N,8/14/2020,Salix,25,,,,,25,1,1.9,60,1,
599,2015,2357,2015_2357,N,8/14/2020,RUPA,9,PHMA,4,Salix,4,18,0.5,1.6,60,3,
600,2015,2357,2015_2357,E,8/14/2020,Salix,30,Ribes,5,RUPA,2,37,1,2,60,0,
601,2015,2357,2015_2357,S,8/14/2020,PHMA,6,,,,,6,1,1.1,40,6,
602,2015,2357,2015_2357,W,8/14/2020,PHMA,8,Salix,15,,,23,1,1.7,55,1,
603,2015,2164,2015_2164,N,8/15/2020,Salix,5,,,,,5,0.5,0.9,50,0,
604,2015,2164,2015_2164,E,8/15/2020,Salix,3,,,,,3,0.5,0.8,50,0,
605,2015,2164,2015_2164,S,8/15/2020,Salix,4,,,,,4,1,0.9,55,0,
606,2015,2164,2015_2164,W,8/15/2020,Salix,3,,,,,3,0.5,0.8,45,0,
607,2015,2307,2015_2307,N,8/15/2020,Salix,65,,,,,65,0.5,1.1,25,0,
608,2015,2307,2015_2307,E,8/15/2020,Salix,65,,,,,65,0.5,1.2,20,0,
609,2015,2307,2015_2307,S,8/15/2020,Salix,55,,,,,55,0.5,1,25,0,
610,2015,2307,2015_2307,W,8/15/2020,Salix,80,,,,,80,1,1.5,30,0,
611,2015,2300,2015_2300,N,8/16/2020,Salix,50,,,,,50,0.5,1,25,0,
612,2015,2300,2015_2300,E,8/16/2020,Salix,50,,,,,50,0.5,0.9,30,0,
613,2015,2300,2015_2300,S,8/16/2020,Salix,45,Ribes,2,,,47,1,1.4,20,0,
614,2015,2300,2015_2300,W,8/16/2020,Ribes,7,RUPA,7,Salix,3,17,0.5,1,30,0,
615,2015,2332,2015_2332,N,8/16/2020,ACGL,70,RUPA,10,Ribes,5,85,1.5,4,30,0,
616,2015,2332,2015_2332,E,8/16/2020,Salix,50,RUPA,10,PHMA,1,61,0.5,0.7,20,0,
